%CPU     %MEM    
12.0  0.0
PSR %CPU
  4  2.0
  4  0.0
  1  0.0
  2  0.0
  1  1.0
  2  1.0
  7  1.0
%CPU     %MEM    
67.5  0.2
PSR %CPU
  5  2.5
  4  0.0
  2  0.0
  7 53.5
  2  1.5
  4  1.5
  3  1.5
  0  0.0
  6  0.0
  1  0.0
  4  0.0
%CPU     %MEM    
84.0  0.4
PSR %CPU
  5  1.6
  4  0.0
  2  0.0
  7 75.0
  2  1.0
  4  1.0
  3  1.0
  0  0.0
  6  0.0
  1  0.0
  4  0.0
%CPU     %MEM    
92.5  0.6
PSR %CPU
  5  1.2
  4  0.0
  2  0.0
  7 85.5
  2  0.7
  4  0.7
  3  0.7
  0  0.0
  6  0.0
  1  0.0
  4  0.0
%CPU     %MEM    
97.4  0.7
PSR %CPU
  5  1.0
  4  0.0
  2  0.0
  7 92.0
  2  0.6
  4  0.6
  3  0.6
  0  0.0
  6  0.0
  1  0.0
  4  0.0
%CPU     %MEM    
 100  0.7
PSR %CPU
  5  0.8
  5  0.0
  2  0.0
  7 96.1
  2  0.5
  4  0.5
  3  0.5
  0  0.0
  6  0.0
  1  0.0
  4  0.0
%CPU     %MEM    
90.2  0.7
PSR %CPU
  5  0.6
  5  0.0
  2  0.0
  7 86.7
  2  0.3
  4  0.3
  3  0.3
  0  0.0
  6  0.0
  1  0.0
  4  0.0
%CPU     %MEM    
93.3  0.7
PSR %CPU
  5  0.5
  5  0.0
  4  0.0
  7 90.2
  2  0.3
  4  0.3
  3  0.3
  0  0.0
  6  0.0
  1  0.0
  4  0.0
%CPU     %MEM    
95.5  0.7
PSR %CPU
  5  0.5
  5  0.0
  4  0.0
  7 92.8
  2  0.3
  4  0.3
  3  0.3
  0  0.0
  6  0.0
  1  0.0
  4  0.0
%CPU     %MEM    
97.5  0.7
PSR %CPU
  5  0.4
  5  0.0
  4  0.0
  7 95.0
  2  0.2
  4  0.2
  3  0.2
  0  0.0
  6  0.0
  1  0.0
  4  0.0
%CPU     %MEM    
99.1  0.7
PSR %CPU
  5  0.4
  5  0.0
  4  0.0
  7 96.9
  2  0.2
  4  0.2
  3  0.2
  0  0.0
  6  0.0
  1  0.0
  4  0.0
%CPU     %MEM    
 100  0.7
PSR %CPU
  5  0.3
  5  0.0
  4  0.0
  7 98.5
  2  0.2
  4  0.2
  3  0.2
  0  0.0
  6  0.0
  1  0.0
  4  0.0
%CPU     %MEM    
95.0  0.7
PSR %CPU
  5  0.3
  5  0.0
  4  0.0
  7 93.2
  2  0.2
  4  0.2
  3  0.2
  0  0.0
  6  0.0
  1  0.0
  4  0.0
%CPU     %MEM    
96.4  0.7
PSR %CPU
  5  0.3
  5  0.0
  4  0.0
  7 94.7
  2  0.1
  4  0.1
  3  0.1
  0  0.0
  6  0.0
  1  0.0
  4  0.0
%CPU     %MEM    
97.6  0.7
PSR %CPU
  5  0.2
  5  0.0
  5  0.0
  7 96.0
  2  0.1
  4  0.1
  3  0.1
  0  0.0
  6  0.0
  1  0.0
  4  0.0
%CPU     %MEM    
98.7  0.7
PSR %CPU
  5  0.2
  5  0.0
  6  0.0
  7 97.2
  2  0.1
  4  0.1
  3  0.1
  0  0.0
  6  0.0
  1  0.0
  4  0.0
%CPU     %MEM    
 101  0.7
PSR %CPU
  2  0.4
  5  0.0
  5  0.0
  7 95.9
  0  0.3
  1  0.3
  5  0.3
%CPU     %MEM    
97.7  0.7
PSR %CPU
  3  0.4
  5  0.0
  5  0.0
  3 92.2
  5  0.3
  2  0.3
  6  0.3
  0  0.0
  4  0.0
  1  0.0
  7  0.0
%CPU     %MEM    
98.6  0.7
PSR %CPU
  3  0.4
  5  0.0
  5  0.0
  3 93.4
  5  0.3
  2  0.3
  6  0.3
  0  0.0
  4  0.0
  1  0.0
  7  0.0
%CPU     %MEM    
99.4  0.7
PSR %CPU
  3  0.3
  5  0.0
  5  0.0
  3 94.4
  5  0.3
  2  0.3
  6  0.3
  0  0.0
  4  0.0
  1  0.0
  7  0.0
%CPU     %MEM    
 101  0.7
PSR %CPU
  5  0.5
  2  0.0
  7  0.0
  5 93.7
