%CPU     %MEM    
 0.0  0.0
PSR %CPU
  6  0.0
  5  0.0
  0  0.0
  3  0.0
  3  0.0
  0  0.0
  1  0.0
  5  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
 133  0.2
PSR %CPU
  0  4.0
  6  0.0
  0  0.0
  5  113
  7  2.0
  6  2.0
  1  2.0
  2  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
 125  0.4
PSR %CPU
  0  2.0
  7  0.0
  0  0.0
  5  114
  7  1.0
  6  1.0
  1  1.0
  2  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
 122  0.6
PSR %CPU
  0  1.3
  7  0.0
  0  0.0
  5  115
  7  0.6
  6  0.6
  1  0.6
  2  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
97.0  0.8
PSR %CPU
  0  0.8
  7  0.0
  0  0.0
  5 93.0
  7  0.4
  6  0.4
  1  0.4
  2  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
 100  1.0
PSR %CPU
  0  0.6
  7  0.0
  0  0.0
  5 97.0
  7  0.3
  6  0.3
  1  0.3
  2  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
 102  1.2
PSR %CPU
  0  0.5
  7  0.0
  0  0.0
  5 99.8
  7  0.2
  6  0.2
  1  0.2
  2  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
 104  1.4
PSR %CPU
  0  0.5
  7  0.0
  0  0.0
  5  102
  7  0.2
  6  0.2
  1  0.2
  2  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
 106  1.6
PSR %CPU
  0  0.4
  7  0.0
  0  0.0
  5  103
  7  0.2
  6  0.2
  1  0.2
  2  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
 107  1.8
PSR %CPU
  0  0.4
  7  0.0
  0  0.0
  5  105
  7  0.2
  6  0.2
  1  0.2
  2  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
99.0  1.8
PSR %CPU
  0  0.3
  7  0.0
  0  0.0
  5 97.4
  7  0.1
  6  0.1
  1  0.1
  2  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
 100  1.8
PSR %CPU
  0  0.3
  7  0.0
  0  0.0
  5 98.9
  7  0.1
  6  0.1
  1  0.1
  2  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
 101  1.8
PSR %CPU
  0  0.2
  7  0.0
  2  0.0
  5  100
  7  0.1
  6  0.1
  1  0.1
  2  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
 102  1.8
PSR %CPU
  0  0.2
  7  0.0
  2  0.0
  5  101
  7  0.1
  6  0.1
  1  0.1
  2  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
 103  1.8
PSR %CPU
  0  0.2
  7  0.0
  2  0.0
  5  102
  7  0.1
  6  0.1
  1  0.1
  2  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
98.6  1.8
PSR %CPU
  0  0.2
  7  0.0
  2  0.0
  5 97.5
  7  0.1
  6  0.1
  1  0.1
  2  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
99.6  1.8
PSR %CPU
  0  0.2
  7  0.0
  2  0.0
  5 98.5
  7  0.1
  6  0.1
  1  0.1
  2  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
 101  1.8
PSR %CPU
  3  0.3
  7  0.0
  4  0.0
  3 97.0
  1  0.2
  7  0.2
  4  0.2
  5  0.0
  2  0.0
  6  0.0
  0  0.0
%CPU     %MEM    
 102  1.8
PSR %CPU
  3  0.2
  7  0.0
  4  0.0
  3 97.9
  1  0.2
  7  0.2
  4  0.2
  5  0.0
  2  0.0
  6  0.0
  0  0.0
%CPU     %MEM    
 103  1.8
PSR %CPU
  3  0.2
  7  0.0
  4  0.0
  3 98.8
  1  0.2
  7  0.2
  4  0.2
  5  0.0
  2  0.0
  6  0.0
  0  0.0
%CPU     %MEM    
 104  1.8
PSR %CPU
  6  0.3
  0  0.0
  6  0.0
  3 97.7
  1  0.3
  4  0.3
  3  0.3
  0  0.0
  7  0.0
  2  0.0
  5  0.0
%CPU     %MEM    
 101  1.8
PSR %CPU
  7  0.3
  0  0.0
  6  0.0
  3 94.6
  1  0.3
  4  0.3
  3  0.3
%CPU     %MEM    
 103  1.8
PSR %CPU
  6  0.5
  1  0.0
  0  0.0
  6 91.9
  1  0.5
  0  0.5
  3  0.5
  7  0.0
  2  0.0
  4  0.0
  5  0.0
%CPU     %MEM    
 104  1.8
PSR %CPU
  1  0.5
  1  0.0
  0  0.0
  6 91.5
  3  0.5
  4  0.5
  2  0.5
  7  0.0
  6  0.0
  5  0.0
  0  0.0
  4  0.0
  0  0.0
  1  0.0
  2  0.0
  3  0.0
  4  0.0
  5  0.0
%CPU     %MEM    
 105  1.8
PSR %CPU
  1  0.6
  1  0.0
  0  0.0
  3 92.1
  6  0.6
  4  0.6
  3  0.6
  0  0.0
  2  0.0
  5  0.0
  7  0.0
%CPU     %MEM    
 106  1.8
PSR %CPU
  2  0.7
  1  0.0
  0  0.0
  3 91.5
  7  0.6
  0  0.7
  6  0.7
  4  0.0
  1  0.0
  3  0.0
  5  0.0
%CPU     %MEM    
 106  1.8
PSR %CPU
  2  0.7
  1  0.0
  0  0.0
  3 92.3
  7  0.6
  0  0.7
  6  0.7
  4  0.0
  1  0.0
  3  0.0
  5  0.0
%CPU     %MEM    
 104  1.8
PSR %CPU
  5  0.8
  4  0.0
  1  0.0
  3 87.3
  0  0.8
  7  0.9
  1  0.8
  6  0.0
  3  0.0
  2  0.0
  4  0.0
%CPU     %MEM    
 104  1.8
PSR %CPU
  4  0.8
  4  0.0
  2  0.0
  3 87.6
  2  0.8
  0  0.9
  5  0.8
%CPU     %MEM    
 105  1.8
PSR %CPU
  1  0.9
  1  0.0
  2  0.0
  4 86.5
  4  1.0
  7  1.0
  6  1.0
%CPU     %MEM    
 105  1.8
PSR %CPU
  1  0.9
  2  0.0
  2  0.0
  1 87.3
  7  0.9
  0  1.0
  6  1.0
  5  0.0
  2  0.0
  3  0.0
  4  0.0
%CPU     %MEM    
 106  1.8
PSR %CPU
  1  0.9
  2  0.0
  2  0.0
  1 88.1
  7  0.9
  0  0.9
  6  0.9
  5  0.0
  2  0.0
  3  0.0
  4  0.0
%CPU     %MEM    
 106  1.8
PSR %CPU
  1  0.8
  2  0.0
  2  0.0
  1 89.0
  7  0.9
  0  0.9
  6  0.9
  5  0.0
  2  0.0
  3  0.0
  4  0.0
%CPU     %MEM    
 104  1.9
PSR %CPU
  3  0.9
  3  0.0
  2  0.0
  6 86.0
  4  0.9
  1  1.0
  6  0.9
  5  0.0
  0  0.0
  7  0.0
  2  0.0
  7  0.0
  0  0.0
  1  0.0
  3  0.0
  6  0.0
  0  0.0
  4  0.0
%CPU     %MEM    
 105  1.9
PSR %CPU
  3  1.0
  3  0.0
  2  0.0
  6 85.2
  2  1.1
  0  1.1
  4  1.1
  7  0.0
  6  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
 105  1.9
PSR %CPU
  7  1.1
  5  0.0
  5  0.0
  3 84.8
  0  1.1
  6  1.2
  1  1.2
  3  0.0
  2  0.0
  4  0.0
  5  0.0
%CPU     %MEM    
 106  1.9
PSR %CPU
  7  1.1
  5  0.0
  5  0.0
  3 85.5
  0  1.1
  6  1.1
  1  1.1
  3  0.0
  2  0.0
  4  0.0
  5  0.0
%CPU     %MEM    
 106  1.9
PSR %CPU
  7  1.2
  7  0.0
  1  0.0
  3 84.4
  4  1.2
  2  1.2
  7  1.2
  3  0.0
  1  0.0
  6  0.0
  7  0.0
  4  0.0
  5  0.0
  2  0.0
  7  0.0
  1  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
 104  1.9
PSR %CPU
  4  1.4
  7  0.0
  3  0.0
  3 80.8
  3  1.4
  1  1.4
  2  1.4
  7  0.0
  5  0.0
  0  0.0
  6  0.0
  4  0.0
  1  0.0
  3  0.0
  0  0.0
  1  0.0
  6  0.0
  2 12.0
%CPU     %MEM    
 105  1.9
PSR %CPU
  7  1.5
  7  0.0
  3  0.0
  0 80.9
  4  1.4
  2  1.4
  1  1.4
  6  0.0
  3  0.0
  0  0.0
  5  0.0
%CPU     %MEM    
 105  1.9
PSR %CPU
  7  1.4
  7  0.0
  3  0.0
  0 81.7
  4  1.4
  2  1.4
  1  1.4
  6  0.0
  3  0.0
  0  0.0
  5  0.0
%CPU     %MEM    
 106  1.9
PSR %CPU
  3  1.5
  1  0.0
  7  0.0
  1 81.5
  0  1.5
  1  1.5
  6  1.4
  4  0.0
  7  0.0
  5  0.0
  2  0.0
  7  0.0
  2  0.0
  0  0.0
  3  0.0
  1  0.0
  2  0.0
  6  0.0
%CPU     %MEM    
 106  1.9
PSR %CPU
  7  1.6
  1  0.0
  1  0.0
  3 80.3
  2  1.6
  5  1.6
  1  1.5
  3  0.0
  4  0.0
  6  0.0
  0  0.0
%CPU     %MEM    
 107  1.9
PSR %CPU
  7  1.6
  1  0.0
  1  0.0
  3 81.1
  2  1.5
  5  1.5
  1  1.5
  3  0.0
  4  0.0
  6  0.0
  0  0.0
%CPU     %MEM    
 105  1.9
PSR %CPU
  7  1.5
  1  0.0
  2  0.0
  3 80.2
  2  1.5
  5  1.5
  1  1.5
  3  0.0
  4  0.0
  6  0.0
  0  0.0
%CPU     %MEM    
 105  1.9
PSR %CPU
  7  1.5
  1  0.0
  2  0.0
  3 80.9
  2  1.4
  5  1.4
  1  1.4
  3  0.0
  4  0.0
  6  0.0
  0  0.0
%CPU     %MEM    
 105  1.9
PSR %CPU
  7  1.5
  1  0.0
  2  0.0
  3 81.6
  2  1.4
  5  1.4
  1  1.4
  3  0.0
  4  0.0
  6  0.0
  0  0.0
%CPU     %MEM    
 105  1.9
PSR %CPU
  7  1.5
  1  0.0
  2  0.0
  3 82.2
  2  1.4
  5  1.4
  1  1.4
  3  0.0
  4  0.0
  6  0.0
  0  0.0
%CPU     %MEM    
 106  1.9
PSR %CPU
  6  1.5
  1  0.0
  2  0.0
  5 82.1
  0  1.4
  3  1.4
  5  1.4
  2  0.0
  1  0.0
  7  0.0
  4  0.0
%CPU     %MEM    
 106  1.9
PSR %CPU
  3  1.6
  1  0.0
  4  0.0
  3 82.0
  5  1.5
  4  1.5
  2  1.4
  7  0.0
  6  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
 105  1.9
PSR %CPU
  7  1.6
  1  0.0
  4  0.0
  3 80.5
  4  1.5
  1  1.5
  2  1.5
  6  0.0
  3  0.0
  0  0.0
  5  0.0
%CPU     %MEM    
 105  1.9
PSR %CPU
  0  1.6
  1  0.0
  4  0.0
  3 80.7
  7  1.5
  1  1.5
  2  1.5
  3  0.0
  4  0.0
  5  0.0
  6  0.0
  2  0.0
  6  0.0
  7  0.0
  0  0.0
  1  0.0
  6  0.0
  4  0.0
%CPU     %MEM    
 105  1.9
PSR %CPU
  1  1.6
  3  0.0
  5  0.0
  1 81.0
  4  1.5
  5  1.5
  7  1.5
  0  0.0
  3  0.0
  6  0.0
  2  0.0
%CPU     %MEM    
 106  1.9
PSR %CPU
  4  1.7
  3  0.0
  6  0.0
  5 80.9
  6  1.5
  3  1.5
  5  1.5
  4  0.0
  1  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
 106  1.9
PSR %CPU
  4  1.7
  3  0.0
  7  0.0
  5 81.5
  6  1.5
  3  1.5
  5  1.5
  4  0.0
  1  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
 106  1.9
PSR %CPU
  4  1.6
  3  0.0
  7  0.0
  5 82.0
  6  1.5
  3  1.5
  5  1.5
  4  0.0
  1  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
 105  1.9
PSR %CPU
  1  1.7
  3  0.0
  7  0.0
  0 80.5
  7  1.5
  2  1.5
  0  1.5
  6  0.0
  3  0.0
  5  0.0
  4  0.0
  2  0.0
  4  0.0
  5  0.0
  7  0.0
  0  0.0
  4  0.0
  0  0.0
%CPU     %MEM    
 105  1.9
PSR %CPU
  4  1.7
  3  0.0
  2  0.0
  0 80.6
  5  1.5
  6  1.5
  3  1.5
  7  0.0
  0  0.0
  2  0.0
  1  0.0
