%CPU     %MEM    
 0.0  0.0
PSR %CPU
  4  0.0
  3  0.0
  2  0.0
  6  0.0
  5  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
 133  0.1
PSR %CPU
  6  6.0
  3  0.0
  2  0.0
  1  101
  0  2.0
  5  3.0
  3  3.0
  7  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
83.6  0.4
PSR %CPU
  6  2.0
  3  0.0
  2  0.0
  1 73.0
  0  0.6
  5  1.0
  3  1.0
  7  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
92.0  0.6
PSR %CPU
  6  1.5
  4  0.0
  3  0.0
  1 84.2
  0  0.5
  5  0.7
  3  0.7
  7  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
97.2  0.7
PSR %CPU
  6  1.2
  4  0.0
  3  0.0
  1 90.8
  0  0.4
  5  0.6
  3  0.6
  7  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
 100  0.7
PSR %CPU
  6  1.0
  4  0.0
  3  0.0
  1 95.3
  0  0.3
  5  0.5
  3  0.5
  7  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
 102  0.7
PSR %CPU
  6  0.8
  4  0.0
  3  0.0
  1 98.4
  0  0.2
  5  0.4
  3  0.4
  7  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
93.1  0.7
PSR %CPU
  6  0.6
  4  0.0
  3  0.0
  1 89.6
  0  0.2
  5  0.3
  3  0.3
  7  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
95.5  0.7
PSR %CPU
  6  0.6
  4  0.0
  3  0.0
  1 92.4
  0  0.2
  5  0.3
  3  0.3
  7  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
97.5  0.7
PSR %CPU
  6  0.5
  4  0.0
  3  0.0
  1 94.6
  0  0.1
  5  0.2
  3  0.2
  7  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
99.0  0.7
PSR %CPU
  6  0.5
  7  0.0
  6  0.0
  1 96.4
  0  0.1
  5  0.2
  3  0.2
  7  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
 100  0.7
PSR %CPU
  6  0.4
  7  0.0
  6  0.0
  1 98.0
  0  0.1
  5  0.2
  3  0.2
  7  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
 101  0.7
PSR %CPU
  6  0.4
  0  0.0
  7  0.0
  1 99.4
  0  0.1
  5  0.2
  3  0.2
  7  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
96.3  0.7
PSR %CPU
  6  0.3
  2  0.0
  7  0.0
  1 94.3
  0  0.1
  5  0.1
  3  0.1
  7  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
97.5  0.7
PSR %CPU
  6  0.3
  2  0.0
  7  0.0
  1 95.7
  0  0.1
  5  0.1
  3  0.1
  7  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
98.6  0.7
PSR %CPU
  6  0.3
  2  0.0
  7  0.0
  1 96.8
  0  0.1
  5  0.1
  3  0.1
  7  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
 100  0.7
PSR %CPU
  3  0.3
  2  0.0
  0  0.0
  1 97.1
  1  0.2
  6  0.2
  2  0.2
%CPU     %MEM    
 102  0.7
PSR %CPU
  4  0.5
  3  0.0
  6  0.0
  4 96.2
  1  0.3
  7  0.4
  5  0.3
  6  0.0
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
 103  0.7
PSR %CPU
  4  0.4
  3  0.0
  6  0.0
  4 97.1
  1  0.3
  7  0.3
  5  0.3
  6  0.0
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
99.6  0.7
PSR %CPU
  4  0.4
  3  0.0
  6  0.0
  4 93.8
  1  0.3
  7  0.3
  5  0.3
  6  0.0
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
 101  0.7
PSR %CPU
  0  0.6
  6  0.0
  6  0.0
  1 92.7
  1  0.4
  4  0.5
  7  0.5
  6  0.0
  5  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
 102  0.7
PSR %CPU
  0  0.6
  6  0.0
  6  0.0
  1 93.6
  1  0.4
  4  0.5
  7  0.4
%CPU     %MEM    
 104  0.7
PSR %CPU
  2  0.9
  3  0.0
  0  0.0
  2 90.4
  5  0.8
  0  0.8
  7  0.8
  1  0.0
  3  0.0
  4  0.0
  6  0.0
%CPU     %MEM    
 105  0.7
PSR %CPU
  3  1.0
  6  0.0
  0  0.0
  2 90.0
  2  0.8
  1  0.9
  4  0.8
%CPU     %MEM    
 106  0.7
PSR %CPU
  2  1.0
  5  0.0
  1  0.0
  2 90.1
  1  0.9
  7  0.9
  4  0.9
  3  0.0
  6  0.0
  5  0.0
  0  0.0
%CPU     %MEM    
 104  0.7
PSR %CPU
  1  1.1
  4  0.0
  1  0.0
  2 86.6
  6  1.0
  5  1.1
  4  1.0
  0  0.0
  3  0.0
  7  0.0
  2  0.0
%CPU     %MEM    
 104  0.7
PSR %CPU
  1  1.0
  4  0.0
  1  0.0
  2 87.6
  6  1.0
  5  1.0
  4  1.0
  0  0.0
  3  0.0
  7  0.0
  2  0.0
%CPU     %MEM    
 106  0.7
PSR %CPU
  7  1.4
  5  0.0
  1  0.0
  7 85.4
  4  1.3
  5  1.3
  2  1.3
  6  0.0
  3  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
 106  0.7
PSR %CPU
  0  1.4
  5  0.0
  1  0.0
  7 85.6
  1  1.3
  3  1.3
  2  1.3
  7  0.0
  6  0.0
  5  0.0
  4  0.0
  4  0.0
  7  0.0
  6  0.0
  1  0.0
  3  0.0
  6  0.0
  2  0.0
%CPU     %MEM    
 107  0.7
PSR %CPU
  6  1.6
  7  0.0
  6  0.0
  5 84.6
  4  1.5
  7  1.5
  0  1.5
%CPU     %MEM    
 104  0.7
PSR %CPU
  3  1.5
  0  0.0
  6  0.0
  7 82.9
  4  1.4
  6  1.5
  7  1.5
  2  0.0
  0  0.0
  5  0.0
  1  0.0
%CPU     %MEM    
 105  0.7
PSR %CPU
  3  1.5
  0  0.0
  6  0.0
  7 83.8
  4  1.4
  6  1.4
  7  1.4
  2  0.0
  0  0.0
  5  0.0
  1  0.0
%CPU     %MEM    
 105  0.7
PSR %CPU
  3  1.5
  0  0.0
  6  0.0
  7 84.7
  4  1.3
  6  1.4
  7  1.4
  2  0.0
  0  0.0
  5  0.0
  1  0.0
%CPU     %MEM    
 106  0.7
PSR %CPU
  6  1.6
  3  0.0
  4  0.0
  5 83.8
  5  1.5
  3  1.5
  4  1.5
  0  0.0
  7  0.0
  2  0.0
  1  0.0
  2  0.0
  3  0.0
  4  0.0
  5  0.0
  2  0.0
  5  0.0
  1  0.0
%CPU     %MEM    
 106  0.7
PSR %CPU
  2  1.8
  1  0.0
  1  0.0
  6 82.9
  4  1.6
  1  1.7
  7  1.7
%CPU     %MEM    
 108  0.8
PSR %CPU
  0  2.0
  0  0.0
  5  0.0
  4 82.4
  5  1.8
  7  1.9
  6  1.8
  3  0.0
  1  0.0
  4  0.0
  2  0.0
%CPU     %MEM    
 105  0.8
PSR %CPU
  0  1.9
  0  0.0
  5  0.0
  4 81.3
  5  1.7
  7  1.8
  6  1.7
  3  0.0
  1  0.0
  4  0.0
  2  0.0
%CPU     %MEM    
 106  0.8
PSR %CPU
  0  2.1
  6  0.0
  0  0.0
  0 80.3
  1  1.9
  5  2.0
  2  1.9
  4  0.0
  6  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
 107  0.8
PSR %CPU
  4  2.4
  7  0.0
  1  0.0
  4 78.5
  5  2.2
  6  2.2
  7  2.2
  3  0.0
  1  0.0
  0  0.0
  2  0.0
  7  0.0
  5  0.0
  0  0.0
  3  0.0
  5  0.0
  2  0.0
  6  0.0
%CPU     %MEM    
 108  0.8
PSR %CPU
  0  2.5
  1  0.1
  1  0.1
  0 78.5
  4  2.2
  3  2.3
  1  2.2
  5  0.0
  2  0.0
  7  0.0
  6  0.0
%CPU     %MEM    
 108  0.8
PSR %CPU
  0  2.4
  1  0.1
  1  0.1
  0 79.3
  4  2.2
  3  2.2
  1  2.2
  5  0.0
  2  0.0
  7  0.0
  6  0.0
%CPU     %MEM    
 109  0.8
PSR %CPU
  3  2.5
  1  0.1
  6  0.1
  0 79.1
  2  2.2
  5  2.3
  4  2.2
  0  0.0
  1  0.0
  0  0.0
  6  0.0
  7  0.0
  3  0.0
  3  0.0
  5  0.0
  3  0.0
  7  0.0
  1  0.0
%CPU     %MEM    
 107  0.8
PSR %CPU
  6  2.7
  0  0.1
  7  0.1
  2 75.9
  4  2.4
  5  2.4
  3  2.4
%CPU     %MEM    
 107  0.8
PSR %CPU
  1  2.7
  2  0.0
  7  0.0
  4 76.3
  2  2.3
  7  2.4
  0  2.4
  4  0.0
  5  0.0
  3  0.0
  6  0.0
%CPU     %MEM    
 107  0.8
PSR %CPU
  1  2.7
  2  0.0
  7  0.0
  4 77.1
  2  2.3
  7  2.4
  0  2.3
  4  0.0
  5  0.0
  3  0.0
  6  0.0
%CPU     %MEM    
 108  0.8
PSR %CPU
  1  2.6
  2  0.0
  7  0.0
  4 77.9
  2  2.3
  7  2.3
  0  2.3
  4  0.0
  5  0.0
  3  0.0
  6  0.0
%CPU     %MEM    
 108  0.8
PSR %CPU
  1  2.6
  2  0.0
  7  0.0
  4 78.6
  2  2.2
  7  2.3
  0  2.2
  4  0.0
  5  0.0
  3  0.0
  6  0.0
%CPU     %MEM    
 108  0.8
PSR %CPU
  1  2.5
  2  0.0
  7  0.0
  4 79.3
  2  2.2
  7  2.2
  0  2.2
  4  0.0
  5  0.0
  3  0.0
  6  0.0
%CPU     %MEM    
 107  0.8
PSR %CPU
  4  2.6
  3  0.1
  2  0.0
  5 78.0
  3  2.2
  5  2.2
  2  2.2
  6  0.0
  7  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
 107  0.8
PSR %CPU
  7  2.7
  3  0.1
  6  0.1
  5 77.7
  2  2.3
  1  2.3
  5  2.3
  6  0.0
  4  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
 107  0.8
PSR %CPU
  0  2.8
  4  0.1
  7  0.1
  5 77.4
  6  2.3
  7  2.4
  3  2.3
  2  0.0
  4  0.0
  5  0.0
  1  0.0
%CPU     %MEM    
 108  0.8
PSR %CPU
  7  2.8
  4  0.1
  0  0.1
  5 77.6
  6  2.3
  5  2.4
  4  2.3
  3  0.0
  1  0.0
  0  0.0
  2  0.0
  6  0.0
  3  0.0
  4  0.0
  5  0.0
  6  0.0
  6  0.0
  2  0.0
%CPU     %MEM    
 108  0.8
PSR %CPU
  4  2.8
  4  0.1
  2  0.0
  6 77.9
  0  2.3
  1  2.4
  6  2.4
  5  0.0
  7  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
 107  0.8
PSR %CPU
  5  2.9
  2  0.1
  3  0.0
  6 76.6
  7  2.4
  0  2.4
  6  2.4
  3  0.0
  2  0.0
  4  0.0
  1  0.0
%CPU     %MEM    
 107  0.8
PSR %CPU
  5  2.8
  2  0.1
  3  0.0
  6 77.2
  7  2.3
  0  2.4
  6  2.3
  3  0.0
  2  0.0
  4  0.0
  1  0.0
%CPU     %MEM    
 107  0.8
PSR %CPU
  5  2.8
  2  0.1
  3  0.0
  6 77.9
  7  2.3
  0  2.3
  6  2.3
  3  0.0
  2  0.0
  4  0.0
  1  0.0
%CPU     %MEM    
 107  0.8
PSR %CPU
  1  2.9
  1  0.1
  4  0.1
  0 77.4
  0  2.4
  3  2.4
  5  2.4
  6  0.0
  2  0.0
  7  0.0
  4  0.0
  3  0.0
  6  0.0
  7  0.0
  0  0.0
  1  0.0
  5  0.0
  3  0.0
%CPU     %MEM    
 108  0.8
PSR %CPU
  1  3.0
  7  0.1
  2  0.1
  0 77.3
  0  2.4
  7  2.5
  6  2.4
  4  0.0
  3  0.0
  2  0.0
  5  0.0
%CPU     %MEM    
 108  0.8
PSR %CPU
  6  3.1
  1  0.1
  4  0.1
  0 77.2
  5  2.4
  0  2.5
  4  2.5
%CPU     %MEM    
 107  0.8
PSR %CPU
  6  3.0
  1  0.1
  4  0.1
  0 76.5
  1  2.4
