%CPU     %MEM    
 0.0  0.0
PSR %CPU
  4  0.0
  3  0.0
  5  0.0
  0  0.0
  4  0.0
  1  0.0
  7  0.0
%CPU     %MEM    
 132  0.2
PSR %CPU
  6  2.0
  3  0.0
  5  0.0
  2  113
  2  2.0
  1  2.0
  7  2.0
  5  0.0
  3  0.0
  4  0.0
  0  0.0
%CPU     %MEM    
 124  0.4
PSR %CPU
  6  1.0
  3  0.0
  5  0.0
  2  115
  2  1.0
  1  1.0
  7  1.0
  5  0.0
  3  0.0
  4  0.0
  0  0.0
%CPU     %MEM    
 122  0.6
PSR %CPU
  6  0.6
  3  0.0
  5  0.0
  2  116
  2  0.6
  1  0.6
  7  0.6
  5  0.0
  3  0.0
  4  0.0
  0  0.0
%CPU     %MEM    
96.8  0.7
PSR %CPU
  6  0.4
  3  0.0
  5  0.0
  2 93.0
  2  0.4
  1  0.4
  7  0.4
  5  0.0
  3  0.0
  4  0.0
  0  0.0
%CPU     %MEM    
 100  0.7
PSR %CPU
  6  0.3
  3  0.0
  5  0.0
  2 97.0
  2  0.3
  1  0.3
  7  0.3
  5  0.0
  3  0.0
  4  0.0
  0  0.0
%CPU     %MEM    
 108  0.7
PSR %CPU
  2  0.7
  1  0.0
  0  0.0
  2 95.4
  4  0.7
  1  0.7
  7  0.5
  5  0.0
  0  0.0
  3  0.0
  6  0.0
%CPU     %MEM    
 109  0.7
PSR %CPU
  2  0.6
  1  0.0
  1  0.0
  2 98.2
  4  0.6
  1  0.6
  7  0.5
  5  0.0
  0  0.0
  3  0.0
  6  0.0
%CPU     %MEM    
 110  0.7
PSR %CPU
  2  0.5
  1  0.0
  1  0.0
  2  100
  4  0.5
  1  0.5
  7  0.4
  5  0.0
  0  0.0
  3  0.0
  6  0.0
%CPU     %MEM    
 110  0.7
PSR %CPU
  2  0.5
  1  0.0
  1  0.0
  2  102
  4  0.5
  1  0.5
  7  0.4
  5  0.0
  0  0.0
  3  0.0
  6  0.0
%CPU     %MEM    
 102  0.7
PSR %CPU
  2  0.4
  1  0.0
  1  0.0
  2 94.8
  4  0.4
  1  0.4
  7  0.3
  5  0.0
  0  0.0
  3  0.0
  6  0.0
%CPU     %MEM    
 103  0.7
PSR %CPU
  2  0.3
  1  0.0
  1  0.0
  2 96.6
  4  0.3
  1  0.3
  7  0.3
  5  0.0
  0  0.0
  3  0.0
  6  0.0
%CPU     %MEM    
 104  0.7
PSR %CPU
  2  0.3
  1  0.0
  5  0.0
  2 98.0
  4  0.3
  1  0.3
  7  0.2
  5  0.0
  0  0.0
  3  0.0
  6  0.0
%CPU     %MEM    
 105  0.7
PSR %CPU
  2  0.3
  1  0.0
  5  0.0
  2 99.3
  4  0.3
  1  0.3
  7  0.2
  5  0.0
  0  0.0
  3  0.0
  6  0.0
%CPU     %MEM    
 106  0.7
PSR %CPU
  2  0.3
  1  0.0
  5  0.0
  2  100
  4  0.3
  1  0.3
  7  0.2
  5  0.0
  0  0.0
  3  0.0
  6  0.0
%CPU     %MEM    
 106  0.7
PSR %CPU
  2  0.2
  1  0.0
  5  0.0
  2  101
  4  0.2
  1  0.2
  7  0.2
  5  0.0
  0  0.0
  3  0.0
  6  0.0
%CPU     %MEM    
 101  0.7
PSR %CPU
  2  0.2
  1  0.0
  5  0.0
  2 96.9
  4  0.2
  1  0.2
  7  0.2
  5  0.0
  0  0.0
  3  0.0
  6  0.0
%CPU     %MEM    
 103  0.7
PSR %CPU
  7  0.3
  1  0.0
  0  0.0
  7 96.3
  1  0.4
  0  0.4
  2  0.3
  3  0.0
  5  0.0
  4  0.0
  6  0.0
%CPU     %MEM    
 103  0.7
PSR %CPU
  7  0.3
  1  0.0
  0  0.0
  7 97.3
  1  0.3
  0  0.3
  2  0.3
  3  0.0
  5  0.0
  4  0.0
  6  0.0
%CPU     %MEM    
 104  0.7
PSR %CPU
  7  0.3
  1  0.0
  1  0.0
  7 98.1
  1  0.3
  0  0.3
  2  0.3
  3  0.0
  5  0.0
  4  0.0
  6  0.0
%CPU     %MEM    
 105  0.7
PSR %CPU
  0  0.3
  2  0.0
  7  0.0
  7 97.7
  2  0.3
  7  0.4
  3  0.3
%CPU     %MEM    
 102  0.7
PSR %CPU
  7  0.5
  0  0.0
  1  0.0
  7 92.9
  2  0.5
  4  0.5
  1  0.5
  5  0.0
  3  0.0
  0  0.0
  6  0.0
%CPU     %MEM    
 103  0.7
PSR %CPU
  7  0.5
  0  0.0
  1  0.0
  7 93.8
  2  0.5
  4  0.5
  1  0.5
  5  0.0
  3  0.0
  0  0.0
  6  0.0
%CPU     %MEM    
 104  0.7
PSR %CPU
  3  0.5
  5  0.0
  4  0.0
  7 93.6
  1  0.5
  2  0.5
  7  0.5
  5  0.0
  4  0.0
  6  0.0
  0  0.0
%CPU     %MEM    
 104  0.7
PSR %CPU
  3  0.5
  5  0.0
  4  0.0
  7 94.4
  1  0.5
  2  0.5
  7  0.5
  5  0.0
  4  0.0
  6  0.0
  0  0.0
%CPU     %MEM    
 106  0.7
PSR %CPU
  4  0.6
  2  0.0
  1  0.0
  0 93.7
  0  0.7
  3  0.6
  6  0.7
  7  0.0
  2  0.0
  4  0.0
  5  0.0
%CPU     %MEM    
 107  0.7
PSR %CPU
  2  0.8
  5  0.0
  3  0.0
  7 93.3
  4  0.8
  6  0.8
  0  0.8
  3  0.0
  7  0.0
  1  0.0
  5  0.0
%CPU     %MEM    
 104  0.7
PSR %CPU
  2  0.7
  5  0.0
  3  0.0
  7 91.1
  4  0.8
  6  0.7
  0  0.7
  3  0.0
  7  0.0
  1  0.0
  5  0.0
%CPU     %MEM    
 105  0.7
PSR %CPU
  2  0.7
  5  0.0
  4  0.0
  3 91.2
  4  0.9
  3  0.8
  5  0.8
  6  0.0
  7  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
 105  0.7
PSR %CPU
  2  0.8
  6  0.0
  4  0.0
  2 91.1
  7  0.9
  4  0.9
  1  0.9
  0  0.0
  5  0.0
  3  0.0
  6  0.0
%CPU     %MEM    
 105  0.7
PSR %CPU
  3  0.8
  6  0.0
  4  0.0
  2 91.8
  2  0.9
  1  0.9
  2  0.9
  7  0.0
  6  0.0
  5  0.0
  0  0.0
  7  0.0
  1  0.0
  2  0.0
  7  0.0
  1  0.0
  1  0.0
  5  0.0
%CPU     %MEM    
 106  0.7
PSR %CPU
  5  0.8
  6  0.0
  0  0.0
  7 91.8
  4  0.9
  6  0.9
  3  0.9
  7  0.0
  1  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
 106  0.7
PSR %CPU
  5  0.8
  0  0.0
  0  0.0
  7 92.4
  4  0.9
  6  0.9
  3  0.9
  7  0.0
  1  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
 104  0.7
PSR %CPU
  7  0.9
  1  0.0
  2  0.0
  4 89.3
  0  1.0
  6  1.0
  1  1.0
  5  0.0
  3  0.0
  4  0.0
  2  0.0
  7  0.0
  2  0.0
  0  0.0
  3  0.0
  1  0.0
  2  0.0
  6  0.0
%CPU     %MEM    
 105  0.7
PSR %CPU
  4  0.9
  1  0.0
  2  0.0
  4 89.9
  1  1.0
  2  1.0
  0  1.0
  6  0.0
  5  0.0
  3  0.0
  7  0.0
%CPU     %MEM    
 105  0.7
PSR %CPU
  6  1.0
  1  0.0
  3  0.0
  2 90.0
  3  1.0
  1  1.0
  0  1.0
  5  0.0
  4  0.0
  7  0.0
  2  0.0
%CPU     %MEM    
 106  0.7
PSR %CPU
  4  1.1
  1  0.0
  3  0.0
  0 89.8
  5  1.1
  6  1.1
  3  1.1
  2  0.0
  7  0.0
  1  0.0
  0  0.0
  3  0.0
  5  0.0
  2  0.0
  5  0.0
  6  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
 107  0.7
PSR %CPU
  0  1.4
  2  0.0
  4  0.0
  7 88.4
  1  1.3
  3  1.3
  6  1.3
  7  0.0
  4  0.0
  5  0.0
  3  0.0
  1  0.0
  3  0.0
%CPU     %MEM    
 105  0.7
PSR %CPU
  0  1.3
  2  0.0
  4  0.0
  7 87.0
  1  1.3
  2  1.3
  6  1.3
  7  0.0
  4  0.0
  5  0.0
  3  0.0
%CPU     %MEM    
 105  0.7
PSR %CPU
  0  1.3
  2  0.0
  4  0.0
  7 87.7
  1  1.3
  2  1.3
  6  1.3
  7  0.0
  4  0.0
  5  0.0
  3  0.0
%CPU     %MEM    
 105  0.7
PSR %CPU
  0  1.2
  2  0.0
  4  0.0
  7 88.3
  1  1.2
  2  1.2
  6  1.2
  7  0.0
  4  0.0
  5  0.0
  3  0.0
%CPU     %MEM    
 106  0.8
PSR %CPU
  7  1.5
  1  0.0
  0  0.0
  0 87.0
  0  1.4
  4  1.4
  5  1.4
%CPU     %MEM    
 106  0.8
PSR %CPU
  3  1.5
  1  0.0
  1  0.0
  0 87.4
  2  1.4
  5  1.4
  4  1.4
  1  0.0
  6  0.0
  0  0.0
  7  0.0
%CPU     %MEM    
 106  0.8
PSR %CPU
  3  1.4
  1  0.0
  1  0.0
  0 88.0
  2  1.4
  5  1.4
  4  1.3
  1  0.0
  6  0.0
  0  0.0
  7  0.0
%CPU     %MEM    
 105  0.8
PSR %CPU
  3  1.4
  1  0.0
  1  0.0
  0 86.8
  2  1.3
  5  1.3
  4  1.3
  1  0.0
  6  0.0
  0  0.0
  7  0.0
%CPU     %MEM    
 105  0.8
PSR %CPU
  3  1.3
  1  0.0
  1  0.0
  0 87.4
  2  1.3
  5  1.3
  4  1.3
  1  0.0
  6  0.0
  0  0.0
  7  0.0
%CPU     %MEM    
 105  0.8
PSR %CPU
  3  1.3
  1  0.0
  1  0.0
  0 88.0
  2  1.2
  5  1.3
  4  1.2
  1  0.0
  6  0.0
  0  0.0
  7  0.0
%CPU     %MEM    
 106  0.8
PSR %CPU
  7  1.4
  1  0.0
  1  0.0
  7 88.1
  5  1.3
  3  1.3
  6  1.3
  0  0.0
  2  0.0
  1  0.0
  4  0.0
%CPU     %MEM    
 106  0.8
PSR %CPU
  5  1.5
  2  0.0
  1  0.0
  4 87.9
  4  1.3
  2  1.4
  3  1.3
  7  0.0
  6  0.0
  0  0.0
  1  0.0
  2  0.0
  3  0.0
  4  0.0
  7  0.0
  1  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
 106  0.8
PSR %CPU
  3  1.5
  2  0.0
  1  0.0
  4 88.1
  0  1.4
  1  1.4
  6  1.3
  5  0.0
  2  0.0
  7  0.0
  4  0.0
%CPU     %MEM    
 105  0.8
PSR %CPU
  3  1.4
  2  0.0
  1  0.0
  4 87.1
  0  1.3
  1  1.3
  6  1.3
  5  0.0
  2  0.0
  7  0.0
  4  0.0
%CPU     %MEM    
 105  0.8
PSR %CPU
  3  1.5
  2  0.0
  1  0.0
  5 87.2
  1  1.3
  2  1.4
  4  1.3
  0  0.0
  6  0.0
  5  0.0
  7  0.0
%CPU     %MEM    
 105  0.8
PSR %CPU
  3  1.5
  2  0.0
  1  0.0
  5 87.7
  1  1.3
  2  1.3
  4  1.3
  0  0.0
  6  0.0
  5  0.0
  7  0.0
%CPU     %MEM    
 106  0.8
PSR %CPU
  2  1.5
  2  0.0
  2  0.0
  1 87.7
  0  1.4
  7  1.4
  4  1.3
%CPU     %MEM    
 106  0.8
PSR %CPU
  6  1.6
  3  0.0
  3  0.0
  2 87.8
  1  1.4
  3  1.4
  4  1.4
  2  0.0
  0  0.0
  7  0.0
  5  0.0
%CPU     %MEM    
 106  0.8
PSR %CPU
  6  1.6
  3  0.0
  3  0.0
  2 88.2
  1  1.4
  3  1.4
  4  1.3
  2  0.0
  0  0.0
  7  0.0
  5  0.0
%CPU     %MEM    
 105  0.8
PSR %CPU
  0  1.6
  4  0.0
  3  0.0
  2 86.9
  4  1.4
  6  1.4
  7  1.4
  2  0.0
  1  0.0
  3  0.0
  5  0.0
%CPU     %MEM    
 105  0.8
PSR %CPU
  0  1.6
  3  0.0
  3  0.0
  2 87.0
  4  1.4
  1  1.4
  3  1.4
  2  0.0
  5  0.0
  6  0.0
  7  0.0
%CPU     %MEM    
 105  0.8
PSR %CPU
  0  1.6
  3  0.0
  3  0.0
  2 87.4
  4  1.4
  1  1.4
  3  1.4
  2  0.0
  5  0.0
  6  0.0
  7  0.0
%CPU     %MEM    
 106  0.8
PSR %CPU
  6  1.7
  4  0.0
  3  0.0
  2 87.5
  7  1.4
