%CPU     %MEM    
 0.0  0.0
PSR %CPU
  0  0.0
  5  0.0
  7  0.0
  5  0.0
  2  0.0
  1  0.0
  7  0.0
%CPU     %MEM    
 133  0.2
PSR %CPU
  0  2.0
  5  0.0
  0  0.0
  7  115
  5  1.0
  1  2.0
  7  2.0
  2  0.0
  3  0.0
  6  0.0
  4  0.0
%CPU     %MEM    
83.3  0.4
PSR %CPU
  0  0.6
  5  0.0
  0  0.0
  7 77.6
  5  0.3
  1  0.6
  7  0.6
  2  0.0
  3  0.0
  6  0.0
  4  0.0
%CPU     %MEM    
91.7  0.6
PSR %CPU
  0  0.5
  5  0.0
  0  0.0
  7 87.5
  5  0.2
  1  0.5
  7  0.5
  2  0.0
  3  0.0
  6  0.0
  4  0.0
%CPU     %MEM    
97.0  0.7
PSR %CPU
  0  0.4
  6  0.0
  0  0.0
  7 93.6
  5  0.2
  1  0.4
  7  0.4
  2  0.0
  3  0.0
  6  0.0
  4  0.0
%CPU     %MEM    
 100  0.7
PSR %CPU
  0  0.3
  6  0.0
  0  0.0
  7 97.3
  5  0.1
  1  0.3
  7  0.3
  2  0.0
  3  0.0
  6  0.0
  4  0.0
%CPU     %MEM    
 107  0.7
PSR %CPU
  7  0.8
  2  0.0
  1  0.0
  7 95.4
  5  0.5
  6  0.7
  0  0.7
  3  0.0
  4  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
96.6  0.7
PSR %CPU
  7  0.6
  2  0.0
  1  0.0
  7 87.2
  5  0.4
  6  0.5
  0  0.5
  3  0.0
  4  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
98.8  0.7
PSR %CPU
  7  0.6
  2  0.0
  1  0.0
  7 90.3
  5  0.4
  6  0.5
  0  0.5
  3  0.0
  4  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
 100  0.7
PSR %CPU
  7  0.5
  2  0.0
  1  0.0
  7 92.8
  5  0.3
  6  0.4
  0  0.4
  3  0.0
  4  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
 101  0.7
PSR %CPU
  7  0.5
  2  0.0
  1  0.0
  7 94.8
  5  0.3
  6  0.4
  0  0.4
  3  0.0
  4  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
 103  0.7
PSR %CPU
  7  0.4
  2  0.0
  1  0.0
  7 96.6
  5  0.3
  6  0.3
  0  0.3
  3  0.0
  4  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
 104  0.7
PSR %CPU
  7  0.4
  2  0.0
  1  0.0
  7 98.0
  5  0.2
  6  0.3
  0  0.3
  3  0.0
  4  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
98.4  0.7
PSR %CPU
  7  0.3
  4  0.0
  1  0.0
  7 93.1
  5  0.2
  6  0.3
  0  0.3
  3  0.0
  4  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
99.5  0.7
PSR %CPU
  7  0.3
  4  0.0
  1  0.0
  7 94.5
  5  0.2
  6  0.2
  0  0.2
  3  0.0
  4  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
 100  0.7
PSR %CPU
  7  0.3
  4  0.0
  2  0.0
  7 95.8
  5  0.2
  6  0.2
  0  0.2
  3  0.0
  4  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
 101  0.7
PSR %CPU
  7  0.3
  4  0.0
  2  0.0
  7 97.0
  5  0.2
  6  0.2
  0  0.2
  3  0.0
  4  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
 103  0.7
PSR %CPU
  5  0.4
  4  0.0
  2  0.0
  5 96.4
  3  0.3
  6  0.3
  0  0.3
  1  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
 103  0.7
PSR %CPU
  5  0.3
  4  0.0
  2  0.0
  5 97.4
  3  0.3
  6  0.3
  0  0.3
  1  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
 100  0.7
PSR %CPU
  5  0.3
  4  0.0
  2  0.0
  5 94.0
  3  0.3
  6  0.3
  0  0.3
  1  0.0
  4  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
 101  0.7
PSR %CPU
  7  0.4
  6  0.0
  6  0.0
  7 93.5
  0  0.4
  2  0.3
  6  0.4
  4  0.0
  1  0.0
  5  0.0
  3  0.0
%CPU     %MEM    
 102  0.7
PSR %CPU
  1  0.4
  6  0.0
  6  0.0
  7 94.2
  1  0.4
  7  0.4
  6  0.4
  5  0.0
  2  0.0
  4  0.0
  3  0.0
  7  0.0
  4  0.0
  3  0.0
  6  0.0
  3  0.0
  7  0.0
  1  0.0
%CPU     %MEM    
 102  0.7
PSR %CPU
  6  0.5
  2  0.0
  3  0.0
  7 93.8
  4  0.4
  3  0.4
  0  0.5
  2  0.0
  5  0.0
  1  0.0
  7  0.0
%CPU     %MEM    
 104  0.7
PSR %CPU
  0  0.5
  4  0.0
  3  0.0
  0 93.4
  5  0.5
  6  0.5
  3  0.5
  1  0.0
  4  0.0
  7  0.0
  2  0.0
%CPU     %MEM    
 105  0.7
PSR %CPU
  5  0.6
  0  0.0
  3  0.0
  5 90.2
  4  0.6
  2  0.5
  3  0.6
  7  0.0
  1  0.0
  6  0.0
  0  0.0
%CPU     %MEM    
 101  0.7
PSR %CPU
  5  0.6
  0  0.0
  3  0.0
  5 91.1
  4  0.6
  2  0.5
  3  0.6
  7  0.0
  1  0.0
  6  0.0
  0  0.0
%CPU     %MEM    
 102  0.7
PSR %CPU
  0  0.6
  3  0.0
  5  0.0
  0 90.8
  1  0.6
  7  0.6
  4  0.6
  5  0.0
  6  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
 103  0.7
PSR %CPU
  4  0.7
  1  0.0
  2  0.0
  3 90.2
  1  0.7
  6  0.7
  3  0.7
  0  0.0
  5  0.0
  2  0.0
  7  0.0
  3  0.0
  7  0.0
  6  0.0
  1  0.0
  3  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
 104  0.7
PSR %CPU
  7  0.7
  6  0.0
  2  0.0
  7 90.6
  4  0.7
  1  0.7
  6  0.8
  2  0.0
  3  0.0
  5  0.0
  0  0.0
%CPU     %MEM    
 104  0.7
PSR %CPU
  0  0.8
  2  0.0
  3  0.0
  0 90.5
  7  0.8
  1  0.8
  2  0.8
  5  0.0
  4  0.0
  6  0.0
  3  0.0
%CPU     %MEM    
 102  0.7
PSR %CPU
  0  0.8
  2  0.0
  3  0.0
  0 88.7
  7  0.8
  1  0.8
  2  0.8
  5  0.0
  4  0.0
  6  0.0
  3  0.0
%CPU     %MEM    
 102  0.7
PSR %CPU
  5  0.8
  2  0.0
  0  0.0
  5 88.5
  6  0.8
  4  0.8
  7  0.8
  2  0.0
  0  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
 103  0.7
PSR %CPU
  5  0.8
  2  0.0
  0  0.0
  5 89.3
  6  0.8
  4  0.8
  7  0.8
  2  0.0
  0  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
 103  0.7
PSR %CPU
  3  0.8
  3  0.0
  0  0.0
  5 89.6
  7  0.8
  4  0.8
  6  0.8
%CPU     %MEM    
 104  0.7
PSR %CPU
  1  0.9
  6  0.0
  1  0.0
  5 89.3
  5  0.9
  3  0.9
  4  0.9
  7  0.0
  0  0.0
  2  0.0
  6  0.0
%CPU     %MEM    
 104  0.7
PSR %CPU
  2  1.0
  6  0.0
  1  0.0
  2 89.4
  0  1.0
  7  1.0
  1  1.0
  4  0.0
  6  0.0
  5  0.0
  3  0.0
%CPU     %MEM    
 102  0.7
PSR %CPU
  7  1.0
  6  0.0
  1  0.0
  7 87.5
  5  1.0
  6  1.0
  0  1.0
  4  0.0
  3  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
 104  0.7
PSR %CPU
  0  1.2
  7  0.0
  1  0.0
  2 86.4
  7  1.2
  1  1.2
  3  1.2
  4  0.0
  6  0.0
  5  0.0
  2  0.0
%CPU     %MEM    
 104  0.7
PSR %CPU
  4  1.3
  0  0.0
  1  0.0
  6 86.6
  3  1.2
  5  1.2
  7  1.2
  6  0.0
  1  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
 104  0.7
PSR %CPU
  4  1.3
  0  0.0
  1  0.0
  6 87.3
  3  1.2
  5  1.2
  7  1.2
  6  0.0
  1  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
 105  0.7
PSR %CPU
  4  1.2
  0  0.0
  1  0.0
  6 87.9
  3  1.2
  5  1.2
  7  1.2
  6  0.0
  1  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
 105  0.7
PSR %CPU
  4  1.3
  2  0.0
  2  0.0
  6 87.4
  6  1.3
  3  1.2
  1  1.3
  7  0.0
  2  0.0
  5  0.0
  0  0.0
  3  0.0
  1  0.0
  6  0.0
  7  0.0
  0  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
 104  0.8
PSR %CPU
  1  1.4
  7  0.0
  5  0.0
  6 85.3
  7  1.3
  2  1.3
  4  1.3
  0  0.0
  3  0.0
  6  0.0
  5  0.0
%CPU     %MEM    
 104  0.8
PSR %CPU
  1  1.4
  7  0.0
  5  0.0
  6 85.9
  7  1.3
  2  1.2
  4  1.3
  0  0.0
  3  0.0
  6  0.0
  5  0.0
%CPU     %MEM    
 104  0.8
PSR %CPU
  1  1.4
  0  0.0
  5  0.0
  6 86.5
  7  1.2
  2  1.2
  4  1.3
  0  0.0
  3  0.0
  6  0.0
  5  0.0
%CPU     %MEM    
 104  0.8
PSR %CPU
  1  1.3
  0  0.0
  5  0.0
  6 87.1
  7  1.2
  2  1.2
  4  1.2
  0  0.0
  3  0.0
  6  0.0
  5  0.0
%CPU     %MEM    
 105  0.8
PSR %CPU
  1  1.3
  0  0.0
  5  0.0
  6 87.6
  7  1.2
  2  1.2
  4  1.2
  0  0.0
  3  0.0
  6  0.0
  5  0.0
%CPU     %MEM    
 103  0.8
PSR %CPU
  0  1.3
  2  0.0
  6  0.0
  0 86.0
  6  1.2
  3  1.2
  5  1.2
  1  0.0
  2  0.0
  7  0.0
  4  0.0
%CPU     %MEM    
 103  0.8
PSR %CPU
  0  1.4
  3  0.0
  6  0.0
  2 86.1
  5  1.2
  3  1.2
  6  1.2
  2  0.0
  4  0.0
  7  0.0
  1  0.0
%CPU     %MEM    
 104  0.8
PSR %CPU
  4  1.5
  1  0.0
  3  0.0
  2 86.2
  2  1.3
  7  1.3
  3  1.3
  5  0.0
  6  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
 104  0.8
PSR %CPU
  4  1.4
  1  0.0
  3  0.0
  2 86.7
  2  1.3
  7  1.2
  3  1.3
  5  0.0
  6  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
 105  0.8
PSR %CPU
  0  1.5
  1  0.0
  3  0.0
  2 86.9
  5  1.3
  6  1.3
  4  1.3
  1  0.0
  2  0.0
  3  0.0
  7  0.0
%CPU     %MEM    
 105  0.8
PSR %CPU
  4  1.5
  1  0.0
  3  0.0
  2 87.0
  1  1.3
  3  1.3
  0  1.3
  5  0.0
  6  0.0
  7  0.0
  2  0.0
%CPU     %MEM    
 103  0.8
PSR %CPU
  4  1.5
  1  0.0
  3  0.0
  2 86.1
  1  1.3
  3  1.3
  0  1.3
  5  0.0
  6  0.0
  7  0.0
  2  0.0
%CPU     %MEM    
 104  0.8
PSR %CPU
  4  1.5
  1  0.0
  3  0.0
  2 86.2
  1  1.3
  3  1.3
  2  1.3
  5  0.0
  6  0.0
  7  0.0
  0  0.0
%CPU     %MEM    
 104  0.8
PSR %CPU
  4  1.5
  1  0.0
  3  0.0
  2 86.7
  1  1.3
  3  1.3
  2  1.3
  5  0.0
  6  0.0
  7  0.0
  0  0.0
%CPU     %MEM    
 104  0.8
PSR %CPU
  1  1.5
  2  0.0
  3  0.0
  2 86.9
  2  1.3
  0  1.3
  7  1.3
%CPU     %MEM    
 105  0.8
PSR %CPU
  5  1.6
  3  0.0
  3  0.0
  2 86.7
  1  1.3
  0  1.3
  7  1.3
  6  0.0
  2  0.0
  4  0.0
  3  0.0
%CPU     %MEM    
 105  0.8
PSR %CPU
  3  1.7
  3  0.0
  3  0.0
  2 86.8
  1  1.4
  0  1.4
  6  1.4
  4  0.0
  5  0.0
  2  0.0
  7  0.0
%CPU     %MEM    
 104  0.8
PSR %CPU
  3  1.6
  3  0.0
  3  0.0
  2 86.0
  1  1.3
  0  1.3
  6  1.3
