%CPU     %MEM    
 0.0  0.1
PSR %CPU
  0  0.0
  1  0.0
  3  0.0
  3  0.0
  2  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
 176  0.1
PSR %CPU
  0  0.5
  1  0.0
  3  0.0
  3 84.0
  2  0.5
  3  0.5
  0  0.5
%CPU     %MEM    
97.3  0.1
PSR %CPU
  0  0.3
  1  0.0
  3  0.0
  3 95.0
  2  0.3
  3  0.3
  0  0.3
%CPU     %MEM    
 102  0.1
PSR %CPU
  0  6.2
  1  0.0
  3  0.0
  3 92.5
  2  0.2
  3  0.5
  0  0.2
  1  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
 105  0.1
PSR %CPU
  0  7.6
  1  0.0
  2  0.0
  3 74.0
  2  0.4
  3  0.4
  0  0.2
  1  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
 107  0.1
PSR %CPU
  0  8.5
  1  0.0
  2  0.0
  3 71.1
  2  0.5
  1  0.3
  1  0.3
%CPU     %MEM    
 108  0.1
PSR %CPU
  0  7.2
  1  0.0
  2  0.0
  3 78.0
  2  0.4
  1  0.2
  1  0.2
%CPU     %MEM    
97.3  0.1
PSR %CPU
  0  6.3
  1  0.0
  2  0.1
  3 62.2
  2  0.3
  1  0.2
  1  0.2
  1  4.0
  2 36.0
  3 50.0
%CPU     %MEM    
99.3  0.1
PSR %CPU
  0  5.7
  1  0.0
  2  0.1
  3 56.0
  2  0.4
  1  0.3
  0  0.2
  1  0.0
  2 12.0
  3 10.0
%CPU     %MEM    
 100  0.1
PSR %CPU
  0  5.5
  1  0.0
  2  0.0
  3 53.6
  2  0.4
  1  0.3
  0  0.2
  1  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
 101  0.1
PSR %CPU
  0  5.0
  1  0.0
  2  0.0
  3 49.1
  2  0.4
  1  0.3
  0  0.2
  1  1.0
  1 45.0
  2  102
%CPU     %MEM    
 102  0.1
PSR %CPU
  0  4.6
  1  0.0
  1  0.0
  3 47.5
  2  0.4
  1  0.3
  0  0.3
%CPU     %MEM    
 103  0.1
PSR %CPU
  0  4.3
  1  0.0
  1  0.0
  3 52.5
  2  0.4
  1  0.3
  0  0.2
%CPU     %MEM    
98.0  0.1
PSR %CPU
  0  3.8
  1  0.0
  1  0.0
  3 53.3
  2  0.3
  1  0.3
  0  0.2
%CPU     %MEM    
99.1  0.1
PSR %CPU
  0  3.5
  1  0.0
  1  0.0
  3 57.1
  2  0.3
  1  0.2
  0  0.2
%CPU     %MEM    
 100  0.1
PSR %CPU
  0  3.3
  1  0.0
  1  0.0
  3 60.4
  2  0.3
  1  0.2
  0  0.2
%CPU     %MEM    
 101  0.1
PSR %CPU
  0  3.2
  1  0.0
  1  0.0
  3 63.4
  2  0.3
  1  0.2
  0  0.2
%CPU     %MEM    
 101  0.1
PSR %CPU
  0  3.0
  1  0.0
  1  0.0
  3 66.1
  2  0.3
  1  0.2
  0  0.2
%CPU     %MEM    
 102  0.1
PSR %CPU
  0  2.9
  1  0.0
  1  0.0
  3 68.6
  2  0.2
  1  0.2
  0  0.1
%CPU     %MEM    
98.8  0.1
PSR %CPU
  0  2.6
  1  0.0
  1  0.0
  3 67.8
  2  0.2
  1  0.2
  0  0.1
%CPU     %MEM    
99.6  0.1
PSR %CPU
  0  2.5
  1  0.0
  1  0.0
  3 68.5
  2  0.2
  1  0.2
  0  0.1
  1  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
 100  0.1
PSR %CPU
  0  2.5
  1  0.0
  2  0.0
  3 65.8
  2  0.2
  1  0.2
  0  0.1
  1  2.0
  1 18.0
  2  124
%CPU     %MEM    
 100  0.1
PSR %CPU
  2  2.4
  2  0.0
  2  0.0
  3 63.3
  2  0.2
  1  0.2
  2  0.1
  0  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
 101  0.1
PSR %CPU
  2  2.4
  2  0.0
  2  0.0
  3 62.4
  1  0.2
  1  0.2
  2  0.1
%CPU     %MEM    
98.6  0.1
PSR %CPU
  2  2.2
  2  0.0
  2  0.0
  3 62.2
  1  0.2
  1  0.2
  2  0.1
%CPU     %MEM    
99.2  0.1
PSR %CPU
  2  2.2
  2  0.0
  2  0.0
  3 64.0
  1  0.2
  1  0.2
  2  0.1
%CPU     %MEM    
99.8  0.1
PSR %CPU
  2  2.1
  2  0.0
  2  0.0
  3 65.8
  1  0.2
  1  0.2
  2  0.1
%CPU     %MEM    
 100  0.1
PSR %CPU
  2  2.0
  2  0.0
  2  0.0
  3 67.4
  1  0.2
  1  0.2
  2  0.1
%CPU     %MEM    
 101  0.1
PSR %CPU
  2  2.0
  2  0.0
  2  0.0
  3 68.9
  1  0.2
  1  0.2
  2  0.1
%CPU     %MEM    
 101  0.1
PSR %CPU
  2  1.9
  2  0.0
  2  0.0
  3 70.3
  1  0.2
  1  0.2
  2  0.1
%CPU     %MEM    
99.1  0.1
PSR %CPU
  2  1.8
  2  0.0
  2  0.0
  3 69.7
  1  0.1
  1  0.1
  2  0.1
%CPU     %MEM    
99.6  0.1
PSR %CPU
  2  1.7
  2  0.0
  2  0.0
  3 71.0
  1  0.1
  1  0.1
  2  0.1
%CPU     %MEM    
 100  0.1
PSR %CPU
  2  1.7
  2  0.0
  2  0.0
  3 72.3
  1  0.1
  1  0.1
  2  0.1
%CPU     %MEM    
 100  0.1
PSR %CPU
  2  1.6
  2  0.0
  2  0.0
  3 73.4
  1  0.1
  1  0.1
  2  0.1
%CPU     %MEM    
 101  0.1
PSR %CPU
  2  1.6
  2  0.0
  2  0.0
  3 74.5
  1  0.1
  1  0.1
  2  0.1
%CPU     %MEM    
 101  0.1
PSR %CPU
  2  1.8
  2  0.0
  2  0.0
  3 73.2
  1  0.1
  1  0.1
  2  0.1
  2  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
99.4  0.1
PSR %CPU
  2  1.7
  2  0.0
  2  0.0
  3 69.8
  1  0.1
  1  0.1
  2  0.1
  2  0.0
  1  3.0
  0 99.0
%CPU     %MEM    
99.6  0.2
PSR %CPU
  0  1.8
  2  0.0
  2  0.0
  3 68.2
  0  0.2
  0  0.1
  2  0.1
  3  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
99.4  0.2
PSR %CPU
  2  1.8
  2  0.0
  2  0.0
  3 66.7
  0  0.2
  2  0.1
  2  0.1
  3  0.0
  0  0.0
