%CPU     %MEM    
60.0  0.1
PSR %CPU
  3  1.0
  0  0.0
  1  0.0
  1 55.0
  0  0.0
  0  0.0
  3  1.0
%CPU     %MEM    
88.5  0.1
PSR %CPU
  3  0.5
  0  0.0
  0  0.0
  1 86.5
  0  0.0
  0  0.0
  3  0.5
%CPU     %MEM    
98.3  0.1
PSR %CPU
  3  0.3
  0  0.0
  0  0.0
  1 96.6
  0  0.0
  0  0.0
  3  0.3
%CPU     %MEM    
 102  0.1
PSR %CPU
  3  8.2
  1  0.0
  2  0.0
  1 79.0
  0  0.0
  0  0.2
  3  0.2
  1  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
87.3  0.1
PSR %CPU
  3  5.6
  1  0.0
  2  0.0
  1 62.6
  2  0.3
  0  0.3
  0  0.3
%CPU     %MEM    
91.8  0.1
PSR %CPU
  3  4.8
  2  0.0
  2  0.0
  1 70.5
  2  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
94.8  0.1
PSR %CPU
  3  5.1
  2  0.0
  2  0.0
  1 70.7
  2  0.2
  0  0.2
  0  0.2
  3  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
97.5  0.1
PSR %CPU
  3  4.5
  2  0.0
  2  0.0
  1 62.8
  2  0.2
  0  0.2
  0  0.2
  3 23.0
  1 59.0
  2 70.0
%CPU     %MEM    
99.5  0.1
PSR %CPU
  3  4.2
  2  0.0
  2  0.0
  1 67.1
  2  0.3
  0  0.2
  0  0.2
%CPU     %MEM    
 101  0.1
PSR %CPU
  3  3.8
  0  0.0
  2  0.0
  1 62.8
  2  0.2
  0  0.1
  0  0.1
  2  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
94.4  0.1
PSR %CPU
  3  3.2
  0  0.0
  1  0.0
  1 56.9
  2  0.3
  0  0.2
  0  0.2
%CPU     %MEM    
96.1  0.1
PSR %CPU
  3  3.0
  0  0.0
  1  0.0
  1 61.2
  2  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
97.6  0.1
PSR %CPU
  3  2.8
  0  0.0
  1  0.0
  1 65.0
  2  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
98.8  0.1
PSR %CPU
  3  2.6
  0  0.0
  1  0.0
  1 68.3
  2  0.2
  0  0.1
  0  0.1
%CPU     %MEM    
99.9  0.1
PSR %CPU
  3  2.4
  0  0.0
  1  0.0
  1 71.2
  2  0.2
  0  0.1
  0  0.1
%CPU     %MEM    
95.6  0.1
PSR %CPU
  3  2.2
  0  0.0
  1  0.0
  1 69.9
  2  0.2
  0  0.1
  0  0.1
%CPU     %MEM    
96.7  0.1
PSR %CPU
  3  2.1
  0  0.0
  1  0.0
  1 72.3
  2  0.2
  0  0.1
  0  0.1
%CPU     %MEM    
97.7  0.1
PSR %CPU
  3  2.0
  0  0.0
  1  0.0
  1 74.4
  2  0.1
  0  0.1
  0  0.1
%CPU     %MEM    
98.6  0.1
PSR %CPU
  3  1.9
  0  0.0
  1  0.0
  1 76.4
  2  0.1
  0  0.1
  0  0.1
%CPU     %MEM    
99.4  0.1
PSR %CPU
  3  1.8
  0  0.0
  1  0.0
  1 78.2
  2  0.1
  0  0.1
  0  0.1
%CPU     %MEM    
 100  0.1
PSR %CPU
  3  1.8
  1  0.0
  1  0.0
  1 76.0
  2  0.1
  1  0.1
  0  0.1
  0  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
96.9  0.1
PSR %CPU
  3  1.6
  1  0.0
  1  0.0
  1 70.1
  2  0.1
  1  0.1
  0  0.1
  0  0.5
  3 40.0
  0 60.5
%CPU     %MEM    
97.5  0.1
PSR %CPU
  3  1.6
  0  0.0
  0  0.0
  1 70.9
  2  0.1
  1  0.1
  0  0.1
%CPU     %MEM    
98.2  0.1
PSR %CPU
  3  1.6
  0  0.0
  0  0.0
  1 72.6
  2  0.1
  1  0.1
  0  0.1
%CPU     %MEM    
98.9  0.1
PSR %CPU
  3  1.5
  0  0.0
  0  0.0
  1 74.1
  2  0.1
  1  0.1
  0  0.1
%CPU     %MEM    
99.5  0.1
PSR %CPU
  3  1.5
  0  0.0
  0  0.0
  1 75.6
  2  0.1
  1  0.1
  0  0.1
%CPU     %MEM    
 100  0.1
PSR %CPU
  3  1.4
  0  0.0
  0  0.0
  1 74.6
  2  0.1
  1  0.1
  0  0.1
%CPU     %MEM    
97.6  0.1
PSR %CPU
  3  1.3
  0  0.0
  0  0.0
  1 75.9
  2  0.1
  1  0.1
  0  0.1
%CPU     %MEM    
98.2  0.1
PSR %CPU
  3  1.3
  0  0.0
  0  0.0
  1 77.1
  2  0.1
  1  0.1
  0  0.1
%CPU     %MEM    
98.8  0.1
PSR %CPU
  3  1.2
  0  0.0
  0  0.0
  1 78.3
  2  0.1
  1  0.1
  0  0.1
%CPU     %MEM    
99.3  0.1
PSR %CPU
  3  1.2
  0  0.0
  0  0.0
  1 79.4
  2  0.1
  1  0.1
  0  0.1
%CPU     %MEM    
99.8  0.1
PSR %CPU
  3  1.2
  0  0.0
  0  0.0
  1 80.4
  2  0.1
  1  0.1
  0  0.1
%CPU     %MEM    
97.8  0.1
PSR %CPU
  3  1.1
  0  0.0
  0  0.0
  1 79.3
  2  0.1
  1  0.1
  0  0.1
%CPU     %MEM    
98.3  0.1
PSR %CPU
  3  1.1
  0  0.0
  0  0.0
  1 80.3
  2  0.1
  1  0.1
  0  0.1
%CPU     %MEM    
98.7  0.1
PSR %CPU
  3  1.2
  0  0.0
  0  0.0
  1 80.2
  2  0.1
  1  0.0
  0  0.0
  0  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
99.2  0.1
PSR %CPU
  3  1.2
  2  0.0
  2  0.0
  1 78.3
  2  0.1
  1  0.0
  0  0.0
  0  0.0
  2  7.0
  0  141
%CPU     %MEM    
99.5  0.1
PSR %CPU
  3  1.2
  2  0.0
  2  0.0
  1 78.4
  2  0.1
  1  0.1
  0  0.0
%CPU     %MEM    
99.9  0.1
PSR %CPU
  3  1.2
  1  0.0
  2  0.0
  0 77.5
  2  0.1
  1  0.1
  0  0.1
%CPU     %MEM    
98.1  0.1
PSR %CPU
  3  1.1
  1  0.0
  2  0.0
  0 76.7
  2  0.1
  1  0.1
  0  0.1
%CPU     %MEM    
98.4  0.1
PSR %CPU
  3  1.1
  1  0.0
  2  0.0
  0 76.9
  2  0.1
  1  0.1
  3  0.1
  0  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
98.8  0.1
PSR %CPU
  3  1.1
  1  0.0
  2  0.0
  0 76.5
  2  0.1
  1  0.1
  3  0.1
%CPU     %MEM    
99.1  0.1
PSR %CPU
  3  1.1
  1  0.0
  2  0.0
  0 77.3
  2  0.1
  1  0.1
  3  0.1
%CPU     %MEM    
99.5  0.1
PSR %CPU
  2  1.1
  1  0.0
  1  0.0
  0 76.5
  1  0.1
  1  0.1
  3  0.1
%CPU     %MEM    
97.9  0.1
PSR %CPU
  2  1.0
  1  0.0
  1  0.0
  0 75.8
  1  0.1
  1  0.1
  3  0.1
%CPU     %MEM    
98.3  0.1
PSR %CPU
  2  1.0
  1  0.0
  1  0.0
  0 76.3
  1  0.1
  1  0.1
  3  0.1
  1  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
98.6  0.2
PSR %CPU
  2  1.0
  1  0.0
  1  0.0
  0 75.7
  1  0.1
  1  0.1
  3  0.1
%CPU     %MEM    
98.9  0.2
PSR %CPU
  2  1.0
  1  0.0
  1  0.0
  0 75.5
  1  0.1
  1  0.1
  3  0.1
  0  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
99.1  0.2
PSR %CPU
  2  1.0
  1  0.0
  1  0.0
  3 74.2
  1  0.1
  0  0.1
  3  0.1
%CPU     %MEM    
99.4  0.2
PSR %CPU
  2  1.0
  1  0.0
  1  0.0
  3 72.9
  1  0.1
  2  0.1
  3  0.1
  3  0.0
  0  0.0
  1  115
%CPU     %MEM    
97.9  0.2
PSR %CPU
  2  1.0
  1  0.0
  1  0.0
  3 70.4
  1  0.1
  1  0.1
  2  0.1
  3  0.0
  0  0.0
  1 40.0
%CPU     %MEM    
98.3  0.2
PSR %CPU
  2  1.0
  1  0.0
  1  0.0
  3 69.3
  1  0.1
  1  0.1
  2  0.1
  3  0.0
  0  0.0
  1 79.0
%CPU     %MEM    
98.5  0.2
PSR %CPU
  2  1.0
  1  0.0
  1  0.0
  3 68.1
  0  0.1
  0  0.1
  1  0.1
  3  0.0
  0  0.0
  2 92.0
%CPU     %MEM    
98.8  0.2
PSR %CPU
  2  1.0
  1  0.0
  1  0.0
  3 67.3
  3  0.1
  0  0.1
  1  0.1
  3  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
99.1  0.2
PSR %CPU
  2  1.0
  1  0.0
  1  0.0
  3 66.8
  1  0.2
  0  0.1
  1  0.2
%CPU     %MEM    
99.4  0.2
PSR %CPU
  2  1.0
  1  0.0
  1  0.0
  3 67.6
  1  0.2
  0  0.1
  1  0.2
%CPU     %MEM    
98.1  0.2
PSR %CPU
  2  1.0
  1  0.0
  1  0.0
  3 65.6
  1  0.1
  0  0.1
  1  0.1
  3  0.0
  0  0.0
  0  108
%CPU     %MEM    
98.4  0.2
PSR %CPU
  2  1.0
  1  0.0
  1  0.0
  3 65.3
  1  0.2
  0  0.1
  1  0.2
  3  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
98.7  0.2
PSR %CPU
  2  1.0
  1  0.0
  1  0.0
  3 64.3
  1  0.2
  0  0.1
  1  0.2
  3  0.0
  0  0.0
  0  141
%CPU     %MEM    
98.9  0.2
PSR %CPU
  2  1.0
  1  0.0
  1  0.0
  3 63.4
  1  0.2
  0  0.2
  0  0.2
  3  7.0
  0  0.0
  1  100
%CPU     %MEM    
99.1  0.2
PSR %CPU
  0  1.0
  1  0.0
  1  0.0
  3 62.5
  2  0.2
  1  0.2
  0  0.2
  2  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
97.8  0.2
PSR %CPU
  3  1.0
  1  0.0
  1  0.0
  3 60.7
  3  0.2
  1  0.2
  2  0.2
  0  0.0
  3  0.0
  0 21.0
%CPU     %MEM    
98.1  0.2
PSR %CPU
  3  0.9
  1  0.0
  1  0.0
  3 59.9
  1  0.2
  1  0.2
  2  0.2
%CPU     %MEM    
98.3  0.2
PSR %CPU
  3  1.0
  1  0.0
  1  0.0
  3 59.1
  1  0.2
  3  0.2
  2  0.2
  0  0.0
  1  0.0
  2  108
%CPU     %MEM    
98.4  0.3
PSR %CPU
  2  0.9
  1  0.0
  1  0.0
  3 58.3
  1  0.2
  3  0.2
  3  0.2
  3  0.0
  0  0.0
  3 58.0
%CPU     %MEM    
98.6  0.3
PSR %CPU
  2  0.9
  1  0.0
  1  0.0
  3 58.0
  1  0.2
  1  0.2
  1  0.2
%CPU     %MEM    
98.9  0.3
PSR %CPU
  2  0.9
  1  0.0
  1  0.0
  3 58.7
  1  0.2
  1  0.2
  1  0.2
%CPU     %MEM    
97.9  0.3
PSR %CPU
  2  0.9
  1  0.0
  1  0.0
  3 58.7
  1  0.2
  1  0.2
  1  0.2
%CPU     %MEM    
98.1  0.3
PSR %CPU
  2  0.9
  1  0.0
  1  0.0
  3 59.1
  1  0.2
  0  0.2
  0  0.2
  0  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
98.4  0.3
PSR %CPU
  2  0.9
  1  0.0
  1  0.0
  3 58.4
  1  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
98.6  0.3
PSR %CPU
  2  0.9
  1  0.0
  1  0.0
  3 59.1
  1  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
98.8  0.3
PSR %CPU
  2  0.9
  1  0.0
  1  0.0
  3 59.8
  1  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
99.0  0.3
PSR %CPU
  2  0.9
  1  0.0
  1  0.0
  3 60.5
  1  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
98.1  0.3
PSR %CPU
  2  0.8
  1  0.0
  1  0.0
  3 60.5
  1  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
98.3  0.3
PSR %CPU
  2  0.8
  1  0.0
  1  0.0
  3 61.1
  1  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
98.6  0.3
PSR %CPU
  2  0.8
  1  0.0
  1  0.0
  3 61.8
  1  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
98.8  0.3
PSR %CPU
  2  0.8
  1  0.0
  1  0.0
  3 62.4
  1  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
99.0  0.3
PSR %CPU
  2  0.8
  1  0.0
  1  0.0
  3 63.0
  1  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
98.1  0.3
PSR %CPU
  2  0.8
  1  0.0
  1  0.0
  3 62.9
  1  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
98.3  0.3
PSR %CPU
  2  0.8
  1  0.0
  1  0.0
  3 63.3
  1  0.2
  0  0.2
  0  0.2
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
98.5  0.3
PSR %CPU
  2  0.8
  1  0.0
  1  0.0
  3 62.6
  1  0.2
  0  0.2
  0  0.2
  3  0.0
  0  0.0
  1  131
%CPU     %MEM    
98.7  0.3
PSR %CPU
  2  0.8
  1  0.0
  1  0.0
  3 63.0
  1  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
98.9  0.3
PSR %CPU
  2  0.8
  1  0.0
  1  0.0
  3 63.5
  1  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
99.1  0.3
PSR %CPU
  2  0.8
  1  0.0
  1  0.0
  3 64.1
  1  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
98.3  0.3
PSR %CPU
  2  0.8
  1  0.0
  1  0.0
  3 64.0
  1  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
98.5  0.3
PSR %CPU
  2  0.8
  1  0.0
  1  0.0
  3 64.5
  1  0.2
  0  0.2
  0  0.2
%CPU     %MEM    
98.7  0.3
PSR %CPU
  2  0.8
  1  0.0
  1  0.0
  3 65.0
  1  0.2
  0  0.1
  0  0.1
%CPU     %MEM    
98.9  0.3
PSR %CPU
  2  0.8
  1  0.0
  1  0.0
  3 65.6
  1  0.2
  0  0.1
  0  0.1
%CPU     %MEM    
99.1  0.3
PSR %CPU
  2  0.8
  1  0.0
  1  0.0
  3 66.1
  1  0.2
  0  0.1
  0  0.1
%CPU     %MEM    
98.3  0.3
PSR %CPU
  2  0.8
  1  0.0
  1  0.0
  3 65.9
  1  0.2
  0  0.1
  0  0.1
%CPU     %MEM    
98.4  0.3
PSR %CPU
  2  0.8
  2  0.0
  1  0.0
  3 66.2
  1  0.1
  0  0.1
  0  0.1
  1  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
98.6  0.3
PSR %CPU
  2  0.7
  2  0.0
  1  0.0
  3 65.6
  1  0.1
  0  0.1
  0  0.1
  1  0.0
  2  8.0
  1  120
%CPU     %MEM    
98.8  0.2
PSR %CPU
  2  0.7
  2  0.0
  1  0.0
  3 65.8
  0  0.2
  1  0.1
  0  0.1
%CPU     %MEM    
98.9  0.2
PSR %CPU
  2  0.7
  2  0.0
  1  0.0
  3 66.3
  0  0.2
  1  0.1
  0  0.1
%CPU     %MEM    
99.1  0.2
PSR %CPU
  2  0.7
  2  0.0
  1  0.0
  3 66.8
  0  0.2
  1  0.1
  0  0.1
%CPU     %MEM    
98.4  0.3
PSR %CPU
  2  0.7
  1  0.0
  1  0.0
  3 65.7
  2  0.1
  1  0.1
  2  0.1
  0  0.0
  1  0.0
  2  100
%CPU     %MEM    
98.5  0.2
PSR %CPU
  2  0.7
  1  0.0
  1  0.0
  3 66.0
  1  0.1
  1  0.1
  1  0.1
%CPU     %MEM    
98.7  0.2
PSR %CPU
  2  0.7
  1  0.0
  1  0.0
  3 66.4
  1  0.1
  1  0.1
  1  0.1
%CPU     %MEM    
98.9  0.2
PSR %CPU
  2  0.7
  1  0.0
  1  0.0
  3 66.9
  1  0.1
  1  0.1
  1  0.1
%CPU     %MEM    
99.0  0.2
PSR %CPU
  2  0.7
  1  0.0
  1  0.0
  3 67.3
  1  0.1
  1  0.1
  1  0.1
%CPU     %MEM    
99.2  0.2
PSR %CPU
  2  0.7
  1  0.0
  1  0.0
  3 67.7
  1  0.1
  1  0.1
  1  0.1
%CPU     %MEM    
98.5  0.3
