%CPU     %MEM    
41.0  0.1
PSR %CPU
  2  2.0
  0  0.0
  3  0.0
  0 34.0
  1  1.0
  3  1.0
  2  2.0
%CPU     %MEM    
79.0  0.1
PSR %CPU
  2  1.0
  0  0.0
  3  0.0
  0 75.5
  1  0.5
  3  0.5
  2  1.0
%CPU     %MEM    
91.6  0.1
PSR %CPU
  2  0.6
  0  0.0
  3  0.0
  0 89.3
  1  0.3
  3  0.3
  2  0.6
%CPU     %MEM    
97.2  0.1
PSR %CPU
  3 10.0
  0  0.0
  2  0.0
  0 77.7
  1  0.2
  3  0.5
  2  0.5
  2  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
 101  0.1
PSR %CPU
  3 10.6
  2  0.0
  2  0.0
  0 62.2
  1  0.4
  0  0.4
  2  0.4
  0  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
88.1  0.1
PSR %CPU
  3  9.4
  2  0.0
  2  0.0
  0 48.5
  1  0.4
  3  0.2
  2  0.4
%CPU     %MEM    
91.6  0.1
PSR %CPU
  3  9.0
  2  0.0
  2  0.0
  0 53.7
  1  0.3
  3  0.3
  2  0.3
  3  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
94.5  0.1
PSR %CPU
  3  8.0
  2  0.0
  2  0.0
  0 47.7
  1  0.3
  3  0.3
  2  0.3
  3  2.0
  1 58.0
  0 75.0
%CPU     %MEM    
96.6  0.1
PSR %CPU
  0  7.6
  2  0.0
  2  0.0
  0 43.0
  3  0.3
  1  0.3
  2  0.4
  3  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
97.7  0.1
PSR %CPU
  3  7.2
  2  0.0
  2  0.0
  0 39.1
  2  0.4
  1  0.4
  3  0.4
  0  0.0
  1  0.0
  0  0.0
%CPU     %MEM    
99.5  0.1
PSR %CPU
  3  6.6
  2  0.0
  2  0.0
  0 35.9
  2  0.4
  1  0.4
  3  0.4
  0  0.0
  1 49.0
  0 93.0
%CPU     %MEM    
93.4  0.1
PSR %CPU
  3  5.7
  1  0.0
  2  0.0
  0 30.7
  0  0.4
  3  0.4
  1  0.4
  2  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
95.2  0.1
PSR %CPU
  3  5.4
  0  0.0
  2  0.0
  1 32.9
  0  0.4
  0  0.4
  1  0.4
%CPU     %MEM    
96.6  0.1
PSR %CPU
  3  5.1
  0  0.0
  2  0.0
  1 38.2
  0  0.3
  0  0.3
  1  0.4
%CPU     %MEM    
97.9  0.1
PSR %CPU
  3  4.8
  0  0.0
  2  0.0
  1 43.0
  0  0.3
  0  0.3
  1  0.4
%CPU     %MEM    
99.0  0.1
PSR %CPU
  3  4.5
  0  0.0
  2  0.0
  1 47.1
  0  0.3
  0  0.3
  1  0.3
%CPU     %MEM    
95.0  0.1
PSR %CPU
  3  4.1
  0  0.0
  2  0.0
  1 48.3
  0  0.3
  0  0.3
  1  0.3
%CPU     %MEM    
96.0  0.1
PSR %CPU
  3  3.9
  0  0.0
  2  0.0
  1 51.6
  0  0.2
  0  0.2
  1  0.3
%CPU     %MEM    
97.1  0.1
PSR %CPU
  3  3.7
  0  0.0
  2  0.0
  1 54.6
  0  0.2
  0  0.2
  1  0.3
%CPU     %MEM    
98.0  0.1
PSR %CPU
  3  3.5
  0  0.0
  2  0.0
  1 57.3
  0  0.2
  0  0.2
  1  0.3
%CPU     %MEM    
98.7  0.1
PSR %CPU
  3  3.4
  0  0.0
  2  0.0
  1 56.7
  0  0.2
  0  0.2
  1  0.2
  0  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
99.5  0.1
PSR %CPU
  3  3.3
  0  0.0
  2  0.0
  1 54.4
  0  0.2
  0  0.2
  1  0.2
  0  2.0
  0  7.0
  2  177
%CPU     %MEM    
96.5  0.1
PSR %CPU
  3  3.1
  1  0.0
  0  0.0
  1 50.4
  2  0.2
  0  0.2
  1  0.2
  1  2.0
  2 12.0
  1  1.0
%CPU     %MEM    
97.2  0.1
PSR %CPU
  3  3.0
  1  0.0
  0  0.0
  1 48.6
  2  0.2
  0  0.2
  3  0.2
  0  2.0
  1 26.0
  2 27.0
%CPU     %MEM    
97.9  0.2
PSR %CPU
  3  3.0
  1  0.0
  0  0.0
  1 50.3
  2  0.2
  0  0.2
  3  0.2
%CPU     %MEM    
98.6  0.2
PSR %CPU
  3  2.9
  1  0.0
  0  0.0
  1 52.6
  2  0.2
  0  0.2
  3  0.2
%CPU     %MEM    
99.2  0.2
PSR %CPU
  3  2.8
  1  0.0
  0  0.0
  1 54.7
  2  0.2
  0  0.2
  3  0.2
%CPU     %MEM    
99.7  0.2
PSR %CPU
  3  2.7
  1  0.0
  0  0.0
  1 56.6
  2  0.2
  0  0.2
  3  0.2
%CPU     %MEM    
97.3  0.2
PSR %CPU
  3  2.5
  1  0.0
  0  0.0
  1 56.7
  2  0.2
  0  0.2
  3  0.2
%CPU     %MEM    
97.9  0.2
PSR %CPU
  3  2.4
  1  0.0
  0  0.0
  1 58.5
  2  0.2
  0  0.2
  3  0.2
%CPU     %MEM    
98.5  0.2
PSR %CPU
  3  2.4
  1  0.0
  0  0.0
  1 60.1
  2  0.2
  0  0.2
  3  0.2
%CPU     %MEM    
99.0  0.2
PSR %CPU
  3  2.3
  1  0.0
  0  0.0
  1 61.7
  2  0.2
  0  0.2
  3  0.2
%CPU     %MEM    
99.5  0.2
PSR %CPU
  3  2.2
  1  0.0
  0  0.0
  1 63.2
  2  0.2
  0  0.2
  3  0.2
%CPU     %MEM    
97.5  0.2
PSR %CPU
  3  2.1
  1  0.0
  0  0.0
  1 62.9
  2  0.2
  0  0.2
  3  0.2
%CPU     %MEM    
97.8  0.2
PSR %CPU
  3  2.2
  1  0.0
  0  0.0
  1 63.8
  2  0.1
  0  0.1
  3  0.1
  0  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
98.3  0.2
PSR %CPU
  3  2.2
  1  0.0
  0  0.0
  1 62.3
  2  0.1
  0  0.1
  3  0.1
  0  0.0
  1  6.0
  2  115
%CPU     %MEM    
98.7  0.2
PSR %CPU
  2  2.3
  1  0.0
  0  0.0
  1 60.8
  2  0.2
  0  0.1
  3  0.1
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
99.1  0.2
PSR %CPU
  2  2.5
  1  0.0
  0  0.0
  1 59.5
  2  0.2
  0  0.1
  3  0.2
  3  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
99.4  0.2
PSR %CPU
  2  2.4
  1  0.0
  0  0.0
  1 58.2
  0  0.2
  0  0.2
  3  0.2
  2  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
97.5  0.2
PSR %CPU
  2  2.4
  1  0.0
  2  0.0
  1 56.7
  0  0.2
  1  0.2
  3  0.2
  3  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
98.0  0.2
PSR %CPU
  2  2.3
  3  0.0
  2  0.0
  1 55.5
  0  0.2
  1  0.2
  3  0.2
%CPU     %MEM    
98.3  0.2
PSR %CPU
  2  2.3
  3  0.0
  2  0.0
  1 55.8
  0  0.2
  1  0.2
  3  0.2
%CPU     %MEM    
98.6  0.2
PSR %CPU
  2  2.2
  3  0.0
  2  0.0
  1 55.9
  0  0.2
  1  0.2
  3  0.2
  3  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
98.8  0.2
PSR %CPU
  2  2.2
  3  0.0
  2  0.0
  1 55.1
  0  0.2
  2  0.2
  3  0.2
%CPU     %MEM    
99.1  0.2
PSR %CPU
  2  2.2
  3  0.0
  2  0.0
  1 56.3
  0  0.2
  2  0.2
  3  0.2
%CPU     %MEM    
97.5  0.2
PSR %CPU
  2  2.1
  3  0.0
  2  0.0
  1 54.3
  0  0.2
  2  0.2
  3  0.2
  3  0.0
  0  0.0
  1 33.0
%CPU     %MEM    
97.8  0.2
PSR %CPU
  2  2.1
  3  0.0
  2  0.0
  0 54.1
  0  0.2
  1  0.2
  3  0.3
  3  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
98.2  0.2
PSR %CPU
  2  2.0
  3  0.0
  2  0.0
  0 53.1
  0  0.2
  1  0.2
  3  0.3
  3  0.0
  3  0.0
  1  146
%CPU     %MEM    
98.5  0.2
PSR %CPU
  2  2.0
  3  0.0
  2  0.0
  0 52.2
  0  0.2
  1  0.2
  3  0.3
  2  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
98.7  0.2
PSR %CPU
  2  2.0
  3  0.0
  2  0.0
  0 51.3
  0  0.3
  1  0.2
  3  0.3
  0  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
97.4  0.2
PSR %CPU
  2  1.9
  3  0.0
  2  0.0
  0 49.6
  0  0.3
  1  0.2
  3  0.3
  0  0.0
  0  0.0
  1 88.0
%CPU     %MEM    
97.6  0.2
PSR %CPU
  2  1.9
  3  0.0
  0  0.0
  0 48.8
  0  0.2
  1  0.2
  3  0.2
  3  0.0
  3  0.0
  3 64.0
%CPU     %MEM    
97.8  0.2
PSR %CPU
  2  1.9
  3  0.0
  0  0.0
  0 48.0
  1  0.3
  1  0.2
  2  0.3
  3  0.0
  0  0.0
  3  0.0
%CPU     %MEM    
98.1  0.2
PSR %CPU
  2  1.8
  3  0.0
  0  0.0
  0 47.2
  1  0.3
  1  0.2
  2  0.3
  3  0.0
  0  0.0
  3  136
%CPU     %MEM    
98.3  0.2
PSR %CPU
  2  1.8
  3  0.0
  0  0.0
  0 46.5
  1  0.3
  1  0.2
  2  0.3
  0  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
98.5  0.3
PSR %CPU
  2  1.8
  3  0.0
  0  0.0
  0 45.8
  0  0.3
  0  0.3
  1  0.3
  3  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
97.3  0.3
PSR %CPU
  2  1.8
  3  0.0
  0  0.0
  0 44.4
  0  0.3
  0  0.2
  1  0.3
  3  0.0
  2  0.0
  0 65.0
%CPU     %MEM    
97.6  0.3
PSR %CPU
  2  1.8
  3  0.0
  0  0.0
  0 43.7
  0  0.3
  3  0.3
  1  0.3
  1  0.0
  1  0.0
  3 43.0
%CPU     %MEM    
97.8  0.3
PSR %CPU
  3  1.8
  3  0.0
  0  0.0
  0 43.1
  0  0.3
  3  0.3
  1  0.3
  2  1.0
  1  0.0
  0 98.0
%CPU     %MEM    
98.1  0.3
PSR %CPU
  3  1.8
  3  0.0
  0  0.0
  0 42.5
  0  0.3
  0  0.3
  1  0.3
  0  0.0
  1  0.0
  3  0.0
%CPU     %MEM    
98.2  0.3
PSR %CPU
  0  1.8
  3  0.0
  0  0.0
  0 41.9
  2  0.3
  3  0.3
  1  0.3
  1  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
98.5  0.3
PSR %CPU
  0  1.8
  3  0.0
  0  0.0
  0 41.3
  2  0.3
  3  0.3
  1  0.3
  1  0.0
  2  0.0
  2  148
%CPU     %MEM    
97.4  0.3
PSR %CPU
  0  1.7
  3  0.0
  0  0.0
  0 40.2
  2  0.3
  3  0.3
  1  0.3
%CPU     %MEM    
97.6  0.3
PSR %CPU
  0  1.7
  3  0.0
  0  0.0
  0 39.7
  3  0.3
  0  0.3
  1  0.3
  1  0.0
  3  0.0
  3 41.0
%CPU     %MEM    
97.8  0.3
PSR %CPU
  0  1.7
  3  0.0
  0  0.0
  0 39.2
  3  0.3
  0  0.3
  1  0.3
  1  0.0
  3  0.0
  3 79.5
%CPU     %MEM    
98.0  0.3
PSR %CPU
  3  1.7
  1  0.0
  0  0.0
  0 38.7
  3  0.3
  1  0.3
  0  0.3
  2  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
98.2  0.3
PSR %CPU
  3  1.7
  1  0.0
  0  0.0
  0 38.2
  2  0.3
  1  0.3
  2  0.3
  0  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
97.2  0.3
PSR %CPU
  3  1.6
  0  0.0
  0  0.0
  0 37.2
  2  0.3
  1  0.3
  2  0.3
  0  7.0
  3  0.0
  3 10.0
%CPU     %MEM    
97.5  0.3
PSR %CPU
  3  1.6
  0  0.0
  0  0.0
  0 36.7
  2  0.3
  1  0.3
  2  0.3
  0 40.5
  3  0.0
  3 28.0
%CPU     %MEM    
97.7  0.3
PSR %CPU
  3  1.6
  0  0.0
  0  0.0
  0 36.3
  2  0.3
  1  0.3
  3  0.3
  0  0.0
  1  0.0
  1  0.0
%CPU     %MEM    
97.9  0.3
PSR %CPU
  3  1.6
  0  0.0
  0  0.0
  0 35.9
  2  0.3
  1  0.3
  3  0.3
  0 95.0
  1  0.0
  1 57.0
%CPU     %MEM    
98.1  0.3
PSR %CPU
  0  1.6
  0  0.0
  0  0.0
  0 35.4
  2  0.3
  3  0.3
  3  0.3
  1  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
98.4  0.3
PSR %CPU
  0  1.6
  0  0.0
  0  0.0
  0 35.0
  2  0.3
  3  0.3
  3  0.3
  1  0.0
  1  0.0
  2  153
%CPU     %MEM    
97.4  0.3
PSR %CPU
  1  1.5
  0  0.0
  0  0.0
  0 34.2
  0  0.3
  1  0.3
  3  0.3
  2  0.0
  3  0.0
  0 11.0
%CPU     %MEM    
97.6  0.4
PSR %CPU
  0  1.6
  0  0.0
  0  0.0
  0 33.8
  3  0.3
  0  0.3
  1  0.3
  1  0.0
  0  0.0
  2 49.0
%CPU     %MEM    
97.8  0.4
PSR %CPU
  0  1.5
  0  0.0
  0  0.0
  0 33.4
  3  0.3
  1  0.3
  0  0.3
  1  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
98.0  0.4
PSR %CPU
  0  1.6
  0  0.0
  0  0.0
  0 33.1
  3  0.3
  1  0.3
  0  0.4
  2  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
98.1  0.4
PSR %CPU
  3  1.6
  1  0.0
  1  0.0
  0 32.7
  2  0.3
  0  0.3
  1  0.4
  0  0.0
  2  0.0
  0  0.0
%CPU     %MEM    
98.3  0.4
PSR %CPU
  3  1.6
  1  0.0
  1  0.0
  0 32.3
  2  0.3
  0  0.3
  1  0.4
  0  0.0
  2  0.0
  0  161
%CPU     %MEM    
97.5  0.3
PSR %CPU
  3  1.5
  1  0.0
  1  0.0
  0 31.7
  3  0.3
  2  0.3
  1  0.4
  0  0.0
  0  0.0
  0 30.0
%CPU     %MEM    
97.6  0.4
PSR %CPU
  3  1.6
  1  0.0
  1  0.0
  2 31.3
  3  0.3
  0  0.3
  1  0.4
  2  0.0
  2  0.0
  2 72.0
%CPU     %MEM    
97.8  0.4
PSR %CPU
  3  1.5
  1  0.0
  1  0.0
  2 31.0
  3  0.3
  0  0.3
  1  0.4
  0  0.0
  1  0.0
  2  0.0
%CPU     %MEM    
97.9  0.4
PSR %CPU
  2  1.5
  1  0.0
  1  0.0
  2 30.7
  3  0.3
  0  0.3
  1  0.4
  3  0.0
  0  0.0
  2  0.0
%CPU     %MEM    
98.1  0.4
PSR %CPU
  2  1.5
  1  0.0
  1  0.0
  2 30.4
  3  0.3
  0  0.3
  1  0.4
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
97.3  0.4
PSR %CPU
  2  1.5
  1  0.0
  1  0.0
  2 29.8
  3  0.3
  0  0.3
  1  0.4
%CPU     %MEM    
97.4  0.4
PSR %CPU
  3  1.5
  1  0.0
  1  0.0
  2 29.5
  3  0.3
  0  0.3
  1  0.4
  0  0.0
  1  0.0
  2  105
%CPU     %MEM    
97.6  0.4
PSR %CPU
  3  1.6
  3  0.0
  1  0.0
  2 29.2
  3  0.3
  0  0.3
  1  0.4
  0  0.0
  2  0.0
  1 44.0
%CPU     %MEM    
97.8  0.4
PSR %CPU
  2  1.6
  3  0.0
  1  0.0
  2 29.1
  3  0.3
  0  0.3
  1  0.4
%CPU     %MEM    
98.0  0.4
PSR %CPU
  2  1.6
  3  0.0
  1  0.0
  2 30.0
  3  0.3
  0  0.3
  1  0.4
%CPU     %MEM    
98.2  0.4
PSR %CPU
  2  1.6
  3  0.0
  1  0.0
  2 30.8
  3  0.3
  0  0.3
  1  0.4
%CPU     %MEM    
97.4  0.4
PSR %CPU
  2  1.5
  3  0.0
  1  0.0
  1 30.3
  3  0.3
  0  0.3
