%CPU     %MEM    
73.0  0.1
PSR %CPU
  3  1.0
  0  0.0
  2  0.0
  1 64.0
  0  2.0
  0  1.0
  3  2.0
%CPU     %MEM    
95.0  0.1
PSR %CPU
  3  0.5
  0  0.0
  2  0.0
  1 91.0
  0  1.0
  0  0.5
  3  1.0
%CPU     %MEM    
77.2  0.1
PSR %CPU
  3  0.2
  0  0.0
  2  0.0
  1 75.0
  0  0.5
  0  0.2
  3  0.5
%CPU     %MEM    
85.0  0.1
PSR %CPU
  2  1.8
  2  0.0
  2  0.0
  1 78.0
  0  0.4
  0  0.2
  3  0.4
  0  0.0
  2  0.0
  2  0.0
%CPU     %MEM    
90.6  0.1
PSR %CPU
  0  7.6
  2  0.0
  0  0.0
  1 65.0
  0  0.3
  0  0.1
  3  0.3
  0 35.0
  2 33.0
  1 28.0
%CPU     %MEM    
93.8  0.1
PSR %CPU
  1  8.2
  2  0.0
  1  0.0
  1 55.7
  0  0.4
  0  0.2
  3  2.1
  1  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
97.0  0.1
PSR %CPU
  0  7.5
  2  0.0
  1  0.0
  1 60.3
  0  0.5
  0  0.3
  3  2.0
%CPU     %MEM    
99.0  0.1
PSR %CPU
  2  7.4
  0  0.0
  0  0.0
  1 56.1
  0  0.4
  0  0.3
  3  1.7
  2  0.0
  0  0.0
  0  0.0
%CPU     %MEM    
91.7  0.1
PSR %CPU
  2  6.0
  0  0.0
  0  0.0
  1 45.9
  0  0.3
  0  0.2
  3  1.4
  2 43.5
%CPU     %MEM    
91.2  0.1
PSR %CPU
  2  6.1
  0  0.0
  0  0.0
  1 42.0
  0  0.4
  0  0.3
  2  1.5
  3  0.0
  0  0.0
  1  0.0
%CPU     %MEM    
93.2  0.1
PSR %CPU
  2  5.7
  0  0.0
  0  0.0
  1 38.8
  1  0.4
  2  0.3
  0  1.3
  3  1.0
  1 19.0
  0 32.0
%CPU     %MEM    
95.0  0.1
PSR %CPU
  2  5.3
  0  0.0
  1  0.0
  1 36.0
  1  0.4
  2  0.3
  0  1.2
  3  0.5
  1 25.5
  0 59.0
%CPU     %MEM    
96.2  0.1
PSR %CPU
  2  5.1
  0  0.0
  1  0.0
  1 33.6
  1  0.4
  0  0.4
  3  1.2
  3  0.0
  3  0.0
  2  0.0
%CPU     %MEM    
91.8  0.1
PSR %CPU
  2  4.5
  0  0.0
  1  0.0
  1 34.0
  3  0.4
  0  0.3
  3  1.1
%CPU     %MEM    
93.2  0.1
PSR %CPU
  2  4.2
  0  0.0
  1  0.0
  1 38.6
  3  0.3
  0  0.3
  3  1.1
%CPU     %MEM    
94.5  0.1
PSR %CPU
  2  4.0
  0  0.0
  1  0.0
  1 42.7
  3  0.3
  0  0.3
  3  1.0
%CPU     %MEM    
95.7  0.1
PSR %CPU
  2  3.8
  0  0.0
  1  0.0
  1 46.5
  3  0.3
  0  0.3
  3  1.0
%CPU     %MEM    
96.6  0.1
PSR %CPU
  2  3.6
  0  0.0
  1  0.0
  1 49.9
  3  0.3
  0  0.2
  3  0.9
%CPU     %MEM    
97.6  0.1
PSR %CPU
  2  3.5
  0  0.0
  1  0.0
  1 52.9
  3  0.3
  0  0.2
  3  0.9
%CPU     %MEM    
94.4  0.1
PSR %CPU
  2  3.2
  0  0.0
  1  0.0
  1 53.4
  3  0.2
  0  0.2
  3  0.8
%CPU     %MEM    
95.1  0.1
PSR %CPU
  2  3.0
  0  0.0
  1  0.0
  1 55.0
  2  0.3
  0  0.2
  2  0.8
  3  0.0
  3  0.0
  0  0.0
%CPU     %MEM    
96.1  0.1
PSR %CPU
  0  3.0
  2  0.0
  1  0.0
  1 52.9
  2  0.3
  0  0.2
  2  0.7
  3  2.0
  2 74.0
  0 57.0
%CPU     %MEM    
96.9  0.1
PSR %CPU
  0  2.9
  2  0.0
  1  0.0
  1 51.0
  2  0.2
  0  0.2
  2  0.7
  3  1.0
  2 52.0
  0 73.0
%CPU     %MEM    
97.7  0.1
PSR %CPU
  0  2.8
  2  0.0
  1  0.0
  1 49.1
  1  0.2
  1  0.2
  2  0.7
  1  0.0
  3  0.0
  1  0.0
%CPU     %MEM    
98.3  0.1
PSR %CPU
  1  2.8
  2  0.0
  3  0.0
  1 48.2
  3  0.3
  0  0.2
  2  0.7
%CPU     %MEM    
95.8  0.1
PSR %CPU
  1  2.6
  2  0.0
  3  0.0
  1 48.8
  3  0.2
  0  0.2
  2  0.7
%CPU     %MEM    
96.5  0.1
PSR %CPU
  1  2.5
  2  0.0
  3  0.0
  1 51.0
  3  0.2
  0  0.2
  2  0.6
%CPU     %MEM    
97.1  0.1
PSR %CPU
  1  2.4
  2  0.0
  3  0.0
  1 53.0
  3  0.2
  0  0.2
  2  0.6
%CPU     %MEM    
97.7  0.1
PSR %CPU
  1  2.4
  2  0.0
  3  0.0
  1 54.9
  3  0.2
  0  0.2
  2  0.6
%CPU     %MEM    
98.3  0.1
PSR %CPU
  1  2.3
  2  0.0
  3  0.0
  1 56.7
  3  0.2
  0  0.2
  2  0.6
%CPU     %MEM    
98.8  0.1
PSR %CPU
  1  2.2
  2  0.0
  3  0.0
  1 58.3
  3  0.2
  0  0.2
  2  0.6
%CPU     %MEM    
96.7  0.1
PSR %CPU
  1  2.1
  2  0.0
  3  0.0
  1 58.4
  3  0.2
  0  0.2
  2  0.5
%CPU     %MEM    
97.2  0.1
PSR %CPU
  1  2.1
  2  0.0
  3  0.0
  1 59.9
  3  0.2
  0  0.2
  2  0.5
%CPU     %MEM    
97.7  0.1
PSR %CPU
  1  2.0
  2  0.0
  3  0.0
  1 61.3
  3  0.2
  0  0.2
  2  0.5
%CPU     %MEM    
98.2  0.1
PSR %CPU
  1  2.0
  2  0.0
  3  0.0
  1 62.7
  3  0.2
  0  0.1
  2  0.5
%CPU     %MEM    
98.7  0.1
PSR %CPU
  1  2.1
  2  0.0
  3  0.0
  1 62.0
  3  0.2
  0  0.1
  1  0.5
  2  0.0
  2  0.0
  1  0.0
%CPU     %MEM    
96.8  0.1
PSR %CPU
  1  2.0
  2  0.0
  3  0.0
  1 59.1
  3  0.2
  0  0.1
  1  0.5
  2  0.0
  2  2.5
  1 92.5
%CPU     %MEM    
97.3  0.2
PSR %CPU
  1  2.1
  2  0.0
  3  0.0
  1 57.8
  1  0.2
  0  0.1
  2  0.4
  2  0.0
  3  5.0
  0 56.0
%CPU     %MEM    
97.5  0.2
PSR %CPU
  0  2.2
  3  0.0
  3  0.0
  1 56.6
  2  0.2
  1  0.2
  2  0.5
  3  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
97.9  0.2
PSR %CPU
  0  2.2
  2  0.0
  3  0.0
  1 55.4
  3  0.2
  1  0.2
  2  0.5
%CPU     %MEM    
98.0  0.2
PSR %CPU
  0  2.2
  2  0.0
  1  0.0
  3 54.2
  2  0.2
  3  0.2
  2  0.5
  1  0.0
  2  0.0
  3  0.0
%CPU     %MEM    
98.3  0.2
PSR %CPU
  0  2.1
  2  0.0
  1  0.0
  3 53.1
  2  0.2
  1  0.2
  3  0.5
